map,family,C,scaling,reps,topology,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,f1_mean,f1_std,mcc_mean,mcc_std
custom_water_domain_r1_robust,custom_water_domain,10.0,robust_atan,1,domain,0.625,0.1530931089239486,0.625,0.1530931089239486,0.6288888888888888,0.1563488034802641,0.625,0.1767766952966369,0.625,0.1767766952966369,0.6230065359477124,0.1537812801702613,0.2544653451025553,0.3111864601088462
zz_ring_r2_robust,ZZFeatureMap,0.1,robust_atan,2,ring,0.625,0.1593443597997745,0.625,0.1593443597997745,0.6088888888888888,0.1546401637573938,0.625,0.2651650429449553,0.625,0.1530931089239486,0.6071967248437836,0.2058803014544681,0.2539394970195093,0.3263105145440234
pauli_z_zz_linear_r1_robust,PauliFeatureMap,1.0,robust_atan,1,linear,0.5875,0.1438858054152667,0.5875,0.1438858054152667,0.5888888888888888,0.1375101636226257,0.575,0.1895718861012887,0.6,0.1629800601300662,0.5767693744164332,0.1537068376129442,0.1776279356191746,0.290465005498273
