map,symmetry_max_abs,diagonal_max_abs_error,minimum,maximum,offdiagonal_mean,offdiagonal_std,minimum_eigenvalue,negative_eigenvalue_count
custom_water_domain_r1_robust,0.0,0.0,1.808231338962171e-05,1.0,0.18684557301981272,0.19102668388043334,0.08861043819616352,0
zz_ring_r2_robust,0.0,0.0,0.0003810267987952805,1.0,0.06681690730047857,0.08615250425455949,0.4407847149857632,0
pauli_z_zz_linear_r1_robust,0.0,0.0,2.0578816463644352e-05,1.0,0.13708450487776436,0.16002344662991658,0.13053714598574045,0
