0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0,0.043551658322683984,0.05164975407049096,0.01678228184155698,0.2909840152790704,0.04039650582121443,0.04325434030732875,0.2040590217355158,0.01827653908214084,0.10952944773329931,0.028582005660554185,0.008506833725683664,0.16735050710557992,0.20424523039685252,0.08646424125178981,0.06547211723487788
0.043551658322683984,1.0,0.03117459128471433,0.3582818241160918,0.5038034303432375,0.01902470266340227,0.008692903263621838,0.39767137333818037,0.7568476202114856,0.5972398195487557,0.3779326905932589,0.12455113314066256,0.1373727187192749,0.5261168584000246,0.062130153969045,0.10227920431004747
0.05164975407049096,0.03117459128471433,1.0,0.04662374472821244,0.11549051919909761,0.011539311790223192,0.0005796958597267191,0.03784355760999599,0.01199626631610458,0.052197630472055105,0.049862563330390464,0.013881606743945825,0.023213640144531426,0.1671464107155094,0.8029400266816371,0.02448666393881518
0.01678228184155698,0.3582818241160918,0.04662374472821244,1.0,0.10562290043699744,0.029047565482147607,0.00675903918758702,0.06450791824737502,0.3642388821973858,0.3864662355045441,0.2781509532533644,0.07269927090382622,0.03839711127104577,0.2561251205159927,0.06816809002172351,0.01774588576726259
0.2909840152790704,0.5038034303432375,0.11549051919909761,0.10562290043699744,1.0,0.009685603595551671,0.006387504638406519,0.3730921330031806,0.2245082267146302,0.3729937147169963,0.12657922736000377,0.018454292144706366,0.11380920531874235,0.36704178064365345,0.1566913370461331,0.03463145546608887
0.04039650582121443,0.01902470266340227,0.011539311790223192,0.029047565482147607,0.009685603595551671,1.0,0.3966604104784889,0.0852302543643856,0.04846180308491137,0.034116499435571684,0.024350433211536293,0.03621204681898677,0.08518582579684945,0.10594183401141517,0.028086914255922364,0.04946230935366095
0.04325434030732875,0.008692903263621838,0.0005796958597267191,0.00675903918758702,0.006387504638406519,0.3966604104784889,1.0,0.10201651307030828,0.018352884195672003,0.0057690380051677054,0.004430472369093088,0.003564043798185568,0.1872443134764063,0.03451650738466158,0.002449158355935878,0.05454195475294842
0.2040590217355158,0.39767137333818037,0.03784355760999599,0.06450791824737502,0.3730921330031806,0.0852302543643856,0.10201651307030828,1.0,0.2729575846617248,0.18359689951360858,0.09237940425162461,0.04010249312733629,0.40916446807961,0.3972709681587534,0.03978297578728985,0.1784317306943444
0.01827653908214084,0.7568476202114856,0.01199626631610458,0.3642388821973858,0.2245082267146302,0.04846180308491137,0.018352884195672003,0.2729575846617248,1.0,0.44575269559089,0.2887653922404005,0.18855962901563936,0.08567724584004546,0.3185941016037621,0.02915513821001648,0.051877613403651886
0.10952944773329931,0.5972398195487557,0.052197630472055105,0.3864662355045441,0.3729937147169963,0.034116499435571684,0.0057690380051677054,0.18359689951360858,0.44575269559089,1.0,0.11633726456089616,0.02526348457603079,0.06302464937849116,0.24731290743900639,0.02429159955162711,0.0638959907026199
0.028582005660554185,0.3779326905932589,0.049862563330390464,0.2781509532533644,0.12657922736000377,0.024350433211536293,0.004430472369093088,0.09237940425162461,0.2887653922404005,0.11633726456089616,1.0,0.11628980933685612,2.0578816463644352e-05,0.19092857114683595,0.029782448600628487,0.047059669613765794
0.008506833725683664,0.12455113314066256,0.013881606743945825,0.07269927090382622,0.018454292144706366,0.03621204681898677,0.003564043798185568,0.04010249312733629,0.18855962901563936,0.02526348457603079,0.11628980933685612,1.0,0.012811960064892434,0.0631095766981783,0.0022137340720939534,0.008435877820288897
0.16735050710557992,0.1373727187192749,0.023213640144531426,0.03839711127104577,0.11380920531874235,0.08518582579684945,0.1872443134764063,0.40916446807961,0.08567724584004546,0.06302464937849116,2.0578816463644352e-05,0.012811960064892434,1.0,0.17302981153775343,0.04780116458277301,0.0814417907280921
0.20424523039685252,0.5261168584000246,0.1671464107155094,0.2561251205159927,0.36704178064365345,0.10594183401141517,0.03451650738466158,0.3972709681587534,0.3185941016037621,0.24731290743900639,0.19092857114683595,0.0631095766981783,0.17302981153775343,1.0,0.27427722875830374,0.2701950639884512
0.08646424125178981,0.062130153969045,0.8029400266816371,0.06816809002172351,0.1566913370461331,0.028086914255922364,0.002449158355935878,0.03978297578728985,0.02915513821001648,0.02429159955162711,0.029782448600628487,0.0022137340720939534,0.04780116458277301,0.27427722875830374,1.0,0.03212723252083405
0.06547211723487788,0.10227920431004747,0.02448666393881518,0.01774588576726259,0.03463145546608887,0.04946230935366095,0.05454195475294842,0.1784317306943444,0.051877613403651886,0.0638959907026199,0.047059669613765794,0.008435877820288897,0.0814417907280921,0.2701950639884512,0.03212723252083405,1.0
