Shots,Circuits,MAE,Max_Absolute_Error,Relative_Frobenius_Error,Matrix_Correlation,Diagonal_Mean,Eigenvalue_Min,Elapsed_Seconds
256,136,0.01530618404063746,0.06854156524337962,0.05737450189965487,0.9974294662656611,1.0,0.1084576085775246,1.6274797916412354
1024,136,0.008011187272024428,0.03631500274337962,0.029746016389370186,0.9993074501206612,1.0,0.0988976455547491,1.7180283069610596
