Seed,N,Subset_Key,Split_Number,Repeat,Fold,Train_Size,Validation_Size,Train_Class_0,Train_Class_1,Validation_Class_0,Validation_Class_1,Fold_SHA256
4527,16,S4527_N16,7,2,3,12,4,6,6,2,2,4a9e20a297ad7a27cdfe5365f9d366d2c5edd41638ddc0a64297ea026ea0ac55
4527,16,S4527_N16,8,2,4,12,4,6,6,2,2,897dda11bb51dd1500e157d5ed071aa7ee2d99d51c090afaaacbe794a90371de
4527,16,S4527_N16,9,3,1,12,4,6,6,2,2,6c1f6ae9d5ad81ca6d76e00042923371fd583142cb49781206545e157b86b625
4527,16,S4527_N16,10,3,2,12,4,6,6,2,2,57bc5102995fa2149a43071aa15247088dbed0871ccd23253bade8910627e085
4527,16,S4527_N16,11,3,3,12,4,6,6,2,2,be4c7ca40f8820135e8868e1b83b873745f90bfb4fd59edc07e6e93ebf1af6ad
4527,16,S4527_N16,12,3,4,12,4,6,6,2,2,f503db90b3cb8e15e77079643db4596d9071662d957ef3d2ba47f4fa9f346257
4527,16,S4527_N16,13,4,1,12,4,6,6,2,2,cd218813fe7d02e7b5eb536e67ce9842bb0080427cb4b9987f90c7900cc91128
4527,16,S4527_N16,14,4,2,12,4,6,6,2,2,fb3e27fe77a9ac003de43bad9dda217f6f02ad8f1ca95ba124b51f29d5c4a37a
4527,16,S4527_N16,15,4,3,12,4,6,6,2,2,d731de705cc9e5605d774418775a89dcea0bb56147954120a5abe66b85d726cd
4527,16,S4527_N16,16,4,4,12,4,6,6,2,2,7a077f2b16cc52f7f75961c9a05c07456a40a2de6bdd52a131c4da435c5f9db3
4527,16,S4527_N16,17,5,1,12,4,6,6,2,2,2fb773dc1a828417fe9862afa44593eb243a92869e909d93753200a8fbd9f675
4527,16,S4527_N16,18,5,2,12,4,6,6,2,2,dba0dd922d48213916652470ca535d6c2883bbb4bc14bcb1d6a7a877d0f53c2f
4527,16,S4527_N16,19,5,3,12,4,6,6,2,2,50e9bd6da085f76dd47d658d7b01045765bf563f4e67fa32897be290000fabdd
4527,16,S4527_N16,20,5,4,12,4,6,6,2,2,331660cd0fb75a90b9c336e46047f0644e77091ab8486405f118f72fd8497002
4527,32,S4527_N32,1,1,1,24,8,12,12,4,4,c448e53a7a2c95d28f90f094f3b9982bcf9ee96ac47e338066b48d49bfc12e60
4527,32,S4527_N32,2,1,2,24,8,12,12,4,4,090c6db53b94d760915a91e9941e192260055ff7fbfe353f3f8a7b199df4d943
4527,32,S4527_N32,3,1,3,24,8,12,12,4,4,43878dcaadfd7b0ec84aba8639f49e4ba79e8fa491de256052ccebe1db9e340d
4527,32,S4527_N32,4,1,4,24,8,12,12,4,4,83160de363963e4bbc9041127e61f9c8820e817d520a7a326ef27a32b01f4e21
4527,32,S4527_N32,5,2,1,24,8,12,12,4,4,93bca01e7a47eb6883feac5e92000852ef44ec31c2b3771bfe6330119f9304e6
4527,32,S4527_N32,6,2,2,24,8,12,12,4,4,e96d54a518005cd06e8d0965593112d89b89ed883ac887b45d8d0f8366f7c7db
4527,32,S4527_N32,7,2,3,24,8,12,12,4,4,d9545dfb77618b9cb252babea644793b5c137112d9929136a97ecd488984295a
4527,32,S4527_N32,8,2,4,24,8,12,12,4,4,86ed27a047ef1d1176829373766eaa2f077a88df5d68dcbd8c48d9983df97761
4527,32,S4527_N32,9,3,1,24,8,12,12,4,4,15311279d709f3e9206581be5257bd1597794b4e59a67785d89ada3892100445
4527,32,S4527_N32,10,3,2,24,8,12,12,4,4,b95834bef82f38c1b398cac97277013a20aedaa0a1ae5668af2b8c2c8a4e6601
4527,32,S4527_N32,11,3,3,24,8,12,12,4,4,d0b6fa82895764ecce2bf921edd56df6b3862fcf71ea581c0518f53de834cd19
4527,32,S4527_N32,12,3,4,24,8,12,12,4,4,ba30850dab8c689872f20e5f51992408ff312d71f2d7f9216a4afa19e16821e1
4527,32,S4527_N32,13,4,1,24,8,12,12,4,4,dafeb291964a4ded27ae5a87c5b071c3270023e034e42568960dd1fe596609a8
4527,32,S4527_N32,14,4,2,24,8,12,12,4,4,9cd0e26916cf98398c367341585a17e8222ace6441fdd22ae7596c36b193085b
4527,32,S4527_N32,15,4,3,24,8,12,12,4,4,f923b06aac0657abf4d1c284e070f1ce11b4cc1480264b7e4f4d947c889eb603
4527,32,S4527_N32,16,4,4,24,8,12,12,4,4,24a953ae1b9b3713fb748f70bbc3be5fd84f82b0f60b1475e1b8a7897238eba0
4527,32,S4527_N32,17,5,1,24,8,12,12,4,4,673a363208634a42f3897c618bb939727ba95e253b3f4c4ece631e90e51f1157
4527,32,S4527_N32,18,5,2,24,8,12,12,4,4,d42201f1c956bdb2f8503051b7cfc4e90f985c25c9cf2cd580538044b67444be
4527,32,S4527_N32,19,5,3,24,8,12,12,4,4,17ff804b6781ef89585c9cf7f48b180ea70dd3a2ad63fc1da7b44c654967efb6
4527,32,S4527_N32,20,5,4,24,8,12,12,4,4,c5ce857377e3c727076eea5fcb5b02f447b216189c62fd456563a85257d75084
4527,64,S4527_N64,1,1,1,48,16,24,24,8,8,21e3a52cd30b7c0613e9763cb1806e8189ea5f129709e5cfec11bd898bdfba97
4527,64,S4527_N64,2,1,2,48,16,24,24,8,8,efdb6c494c0bfbe6bad208733d4c78d861c8e6e3f6fd6f52d486dc5841870168
4527,64,S4527_N64,3,1,3,48,16,24,24,8,8,0b020ee643be89a869cfd86d93cd009bb88ac125c1dfa3f87a946de76fa2466e
4527,64,S4527_N64,4,1,4,48,16,24,24,8,8,428b91bcc8e1aa3fe4904fa1dc07cfa89a6d8ddc81d49ea9bc4b85aa36b81380
4527,64,S4527_N64,5,2,1,48,16,24,24,8,8,9cc39f9e392d9a3198bff0972d6c15c6b77c505b74103976ab7769638fc22340
4527,64,S4527_N64,6,2,2,48,16,24,24,8,8,14036050bfa98930e7fed35ebd4543ca533070b96019c8d84549de0ffab1e6e6
4527,64,S4527_N64,7,2,3,48,16,24,24,8,8,7e53a5863c5fcbe96ecc748a69edcd7776f60822bdcb8f36ed3a3ff5fa41fab4
4527,64,S4527_N64,8,2,4,48,16,24,24,8,8,3482fa89fc36024656d775502aae4233314fb2320ca37a4a316c02a9ceaf5abc
4527,64,S4527_N64,9,3,1,48,16,24,24,8,8,4c6f784842dc0a1e39d97245280eb87f5bdfae7991807ca9792311b03a2067b5
4527,64,S4527_N64,10,3,2,48,16,24,24,8,8,6885c1835546b67e3fecd66bb9cf98ec8a39b777dba0c0c3c768253682e2bbf8
4527,64,S4527_N64,11,3,3,48,16,24,24,8,8,9b6ff59162efe6431876d122b545e0709e9f144a8c53af3ffd3ae3f43ede0f68
4527,64,S4527_N64,12,3,4,48,16,24,24,8,8,da690e419ed40a66c762a5512f8110471b25352c4e6c3e490cce527deb4dfbab
4527,64,S4527_N64,13,4,1,48,16,24,24,8,8,bd6862a1078600a8776b08069ed6f72f897155a2bd0f90c41229d256f28fae68
4527,64,S4527_N64,14,4,2,48,16,24,24,8,8,55bf25dfb787a7f5e1ca14ef0d185ceb37bcf707b87ae2ce39a64bda436c72bc
4527,64,S4527_N64,15,4,3,48,16,24,24,8,8,5c3760252fc91119141baa7fde5958256385f04a2f75bf851747913dbd799152
4527,64,S4527_N64,16,4,4,48,16,24,24,8,8,4e1a380d69f6afe9c08c395ec9af361802a76a22b9c85da625596d4bfb245215
4527,64,S4527_N64,17,5,1,48,16,24,24,8,8,2f5ab08afee4fd4eaabbb5823f68f06482b3c001e12dcee23b48cea564a9e7bd
4527,64,S4527_N64,18,5,2,48,16,24,24,8,8,3bc13b1b293fbdd1c1145bd3293e85c196ce3db23cb3040523312440b6fe95f9
4527,64,S4527_N64,19,5,3,48,16,24,24,8,8,8d37fd0fb62091a23a298bdafe72ebcf05961a4e46b7fcfcf933891e4f387ca8
4527,64,S4527_N64,20,5,4,48,16,24,24,8,8,c9a7d748a1596355d122b1b997d8da6956b24a4ec04434c30ff1bca5c7b98596
4528,16,S4528_N16,1,1,1,12,4,6,6,2,2,efaf22b8b715bdd94102d5cbd757b23b12bbf67294abd4d4e2bd572d618b0ec9
4528,16,S4528_N16,2,1,2,12,4,6,6,2,2,91ea38cebaa80f415c2ab0a8cacbafc4c09af760e2cffe498c537a393e882b94
4528,16,S4528_N16,3,1,3,12,4,6,6,2,2,6a3ac59b27bf355645a899980865225de4f35c8a5aef9bb8528d4e595fb71636
4528,16,S4528_N16,4,1,4,12,4,6,6,2,2,2aee9f28b728cb45fd41d2f3614c38f65f770b12faed914f6b269df63fd9f847
4528,16,S4528_N16,5,2,1,12,4,6,6,2,2,585c3cfd87beda11382edf4eec2eb3c8570004d36f39bf6976b7ef2df86eacca
4528,16,S4528_N16,6,2,2,12,4,6,6,2,2,f347d77af024e0c405cea48ccc14c227c4e8086b4a3c5e811d2ab953a27c77aa
4528,16,S4528_N16,7,2,3,12,4,6,6,2,2,cc5ffa7c5576f49e93707f9c4c7eb626e2dabcb0ad5b4894fd92385cf7813140
4528,16,S4528_N16,8,2,4,12,4,6,6,2,2,087c1b4e17b597ac5a84f6e0a2be9036653a0c8289c6bad4effe3ce1ae91d63c
4528,16,S4528_N16,9,3,1,12,4,6,6,2,2,328f743a0a50c6d686ca7ea534d5034d81dd1eb6363def2d12f152fe4147197b
4528,16,S4528_N16,10,3,2,12,4,6,6,2,2,7835ef8d67422579577b96ba768181e48033044ad3b18fd3a57f99a3999a872e
4528,16,S4528_N16,11,3,3,12,4,6,6,2,2,a3f748e6a13be87738e64f08881238491902d5b7ab432c9d4c4130381b2bbae5
4528,16,S4528_N16,12,3,4,12,4,6,6,2,2,cecdd6e8b4bd5146495513980ebeb27f9e9cd2edadbba0131bc30d8c651fb97c
4528,16,S4528_N16,13,4,1,12,4,6,6,2,2,4bf0d1cf08662072beec3a657333ff11bd0682c45e9d0730d8dad480df9e7f80
4528,16,S4528_N16,14,4,2,12,4,6,6,2,2,ab050ab80ad520afc8963be25d9118d4ae2d13e835cb3298a25fafc07f8908ac
4528,16,S4528_N16,15,4,3,12,4,6,6,2,2,152c1c4eb26518a005dcd91cb4a669995d2516b55769e8130b071d20d01c6b54
4528,16,S4528_N16,16,4,4,12,4,6,6,2,2,40c44aa6fa1d46082cdd50c3b0d313491249aa0e09c6d4b1cc33e75f0167bfe3
4528,16,S4528_N16,17,5,1,12,4,6,6,2,2,a7214cefa55abfc913cc4d7251ef46392c0da2837d433b74dd98ea95466ae08a
4528,16,S4528_N16,18,5,2,12,4,6,6,2,2,393b5f5d68ae2df449bba49a9b48a6da8bf9cdb9796969355b6159ef66c943de
4528,16,S4528_N16,19,5,3,12,4,6,6,2,2,ede1947b7a0fe68d39056a17a665c8f9b7d8f066d0cb5606aaf5be62ff1ccd4f
4528,16,S4528_N16,20,5,4,12,4,6,6,2,2,c2110cd70c154802109b0a9f9210563a8dba4c1d4f98889c19150cc2081b0271
4528,32,S4528_N32,1,1,1,24,8,12,12,4,4,667af333059b823c4d96315349e7e887a6f7a71f47645e93323ddda22cbebbac
4528,32,S4528_N32,2,1,2,24,8,12,12,4,4,3525fe13b30e37467846fff79515ac0e2721853cae464973c3dca4c9b339c9ca
4528,32,S4528_N32,3,1,3,24,8,12,12,4,4,654bb0d143447881564ef4eb9307c72f31e124462f5fb8dc48d9f15a820703eb
4528,32,S4528_N32,4,1,4,24,8,12,12,4,4,cf3251471531b8d5bc7fe4516a8d749d689fd4933d3316729dbc9db04ddf5a12
4528,32,S4528_N32,5,2,1,24,8,12,12,4,4,bd793d3bbb450f1d80ceedc05ff29a772d6d8cb73dfee0c093b192872f4811db
4528,32,S4528_N32,6,2,2,24,8,12,12,4,4,4f960b2615a2f2dfc9ab7dc7682de62bb39b7b1c25c27b50bb430ec1c724378a
4528,32,S4528_N32,7,2,3,24,8,12,12,4,4,d96bd70f0c13dc4db86d908653dae58f8870f28357d1cef60f865418783b227a
4528,32,S4528_N32,8,2,4,24,8,12,12,4,4,5422c06bc36b0ccd1641fbae818f9df30ad8b98eb2f8e298e76ae0f43e593c8e
4528,32,S4528_N32,9,3,1,24,8,12,12,4,4,4af5b064b5e9c6a6828cd855044338236150cf65d0e0e4e1e2b360ee7c2cbd58
4528,32,S4528_N32,10,3,2,24,8,12,12,4,4,6cace4a5563b28fc2da1c56b774525995af5546b1d676a4c01515711f68afc9c
4528,32,S4528_N32,11,3,3,24,8,12,12,4,4,e3d3f033e4353fbefc14b4db8dbe722b881127d6d25d12d57ce5e1afb2983074
4528,32,S4528_N32,12,3,4,24,8,12,12,4,4,de68a311a125a4f1e8e12d4a308396f6dff299a97c8c6ef0509508fdb5ae187e
4528,32,S4528_N32,13,4,1,24,8,12,12,4,4,90e58606bcff8151e2cb4b238fb9740377ea491544182b23b8ae598325b05531
4528,32,S4528_N32,14,4,2,24,8,12,12,4,4,0e58ab106cb05a8228ff16c81e9035b081a665e0e82e8631483b3ca03f96be9a
4528,32,S4528_N32,15,4,3,24,8,12,12,4,4,73e5cf3b21bc438b44c165f1caeb8198dee4cddf992379683217252891913986
4528,32,S4528_N32,16,4,4,24,8,12,12,4,4,ff86b6148572b78717f401e6e767331da77efb5f6671fae68372ffe74d9539d4
4528,32,S4528_N32,17,5,1,24,8,12,12,4,4,6d1d2d478b5c650533f0d13116da43303aac0b650fde006db0037620a8b2de7a
4528,32,S4528_N32,18,5,2,24,8,12,12,4,4,ade16eb705296cdf8e0d67c218163d20474a8a7bbdf8a2a26371b264cbbd8746
4528,32,S4528_N32,19,5,3,24,8,12,12,4,4,f5c36e165c7056eef9dacf947fe662c74ef636fa939c403bb3eca44df4ae3cf3
4528,32,S4528_N32,20,5,4,24,8,12,12,4,4,04cdd4cfd3863b6224ff46812fdbca9f5dd7f2d14a7edb02e68c3bf10ab8a93f
4528,64,S4528_N64,1,1,1,48,16,24,24,8,8,b0ec7a46ecd039b9c5a767c2def460eac8b7aa17e672833d5df16a5c8f6d2efe
4528,64,S4528_N64,2,1,2,48,16,24,24,8,8,fc27dabdcb0dd261ddd2e24f284d497c6e8187ef43b9b0adf94566ef8bb39316
4528,64,S4528_N64,3,1,3,48,16,24,24,8,8,06b66364fd3e47fc316f22ea3b1331699f3ce464b4dde13eadec6c6a0ee8cf01
4528,64,S4528_N64,4,1,4,48,16,24,24,8,8,fbfc263f71ebaeee0bb29780823be95fac78320c9d8631043331d27be54801e1
4528,64,S4528_N64,5,2,1,48,16,24,24,8,8,3ba957415fc11608dabc9244588596b95e8a07fb2a973eb29c4eaa809b684847
4528,64,S4528_N64,6,2,2,48,16,24,24,8,8,792e85ca247eed6234d0a5ea9e465053b2d45c3f169040ba1f936f2c57c5f190
4528,64,S4528_N64,7,2,3,48,16,24,24,8,8,13396a12f320ada6b43de0ea953aff2bad0ddddaf6cb39a5226dc89caecbacaa
4528,64,S4528_N64,8,2,4,48,16,24,24,8,8,211d869b88a80512b98e6edb8cdf1c30c2212b29156a22166b5e704aecabccb0
4528,64,S4528_N64,9,3,1,48,16,24,24,8,8,75e94da3a1332adf4965752451abfa9a0fce01e816fd23dae8a754a4d9687873
4528,64,S4528_N64,10,3,2,48,16,24,24,8,8,fcc7e22904c2343386818e539a5d06d18e5b9906dfb338b656cb85e839770461
4528,64,S4528_N64,11,3,3,48,16,24,24,8,8,b5d80282762253d92095e1ec0621156d3178164cc47f6a5c51d63fcebf4386c4
4528,64,S4528_N64,12,3,4,48,16,24,24,8,8,80dd45e8ff1a81b795c54058f2f28ffa3dbaa0c94d2d473a08f172897acb42d7
4528,64,S4528_N64,13,4,1,48,16,24,24,8,8,aa4ef413cf92dfdce62ef8eaeb23bd555937d1737733cde93f06801530e37568
4528,64,S4528_N64,14,4,2,48,16,24,24,8,8,ad78effba8abf2bb514778129a8345f5bcfdcc79cae1b36762eed016883d2276
4528,64,S4528_N64,15,4,3,48,16,24,24,8,8,df7ceee267188002af1ac4779cc3ea2637bd5d2dc97d81cc31b209a09800b624
4528,64,S4528_N64,16,4,4,48,16,24,24,8,8,c0e40f0af08f9c771aa2545435ddc798ef6659f834a8d754c5a5269ef0e1575d
4528,64,S4528_N64,17,5,1,48,16,24,24,8,8,5825c2dd6377b17274a126544d8cda5b4a85e810599d5511b5b0e0c610b191e8
4528,64,S4528_N64,18,5,2,48,16,24,24,8,8,482ac354047896a034eb289b7eb179822e710f9e5158fb540340bab45188f7fe
4528,64,S4528_N64,19,5,3,48,16,24,24,8,8,023736b3a75d57a8f1c87f0a4b1ba3ae114a158db031a0afa60ed1581a32c2c6
4528,64,S4528_N64,20,5,4,48,16,24,24,8,8,6ed6655a52a9807d9eceacffd465f7b110de200789f7fa254361c5d83343fde6
4529,16,S4529_N16,1,1,1,12,4,6,6,2,2,d09d953663f9090639646d8f887714a9483b36ab5670ba1de914532a837ffcfd
4529,16,S4529_N16,2,1,2,12,4,6,6,2,2,46b5ab18706e2f1912dd55fbf8ae7be0b07707b48a5abff23ce5f103e6b1e116
4529,16,S4529_N16,3,1,3,12,4,6,6,2,2,e64cde3d554eac21363e3b71ff6e8f88085ffa5575b8d91744b9d2f27b51a0cc
4529,16,S4529_N16,4,1,4,12,4,6,6,2,2,6eb369b1ce6e8cd04b775995562f4314213476e1a77321f1528d444df3605ea7
4529,16,S4529_N16,5,2,1,12,4,6,6,2,2,a314fa7b66658175a2b7b0452cce50ba84473b68f61b6b51450440831b87f6a9
4529,16,S4529_N16,6,2,2,12,4,6,6,2,2,5d417ab01c4b4e32448c81382abaf13386a6b8f25318b5886bc375c5c339bd42
4529,16,S4529_N16,7,2,3,12,4,6,6,2,2,7ab24ec9bcfa588d5d04a84a5c8456f497fe32da8eeb8e73639fc8f4af5a38d8
4529,16,S4529_N16,8,2,4,12,4,6,6,2,2,a44cae59f469061730181b95e68e1feb49d75cfb55f332836954f9b9e2de4e26
4529,16,S4529_N16,9,3,1,12,4,6,6,2,2,31836340a6fd0a3716ffe4651421e1c6d49c0b54dd5f2d8a747cc7facdd498e4
4529,16,S4529_N16,10,3,2,12,4,6,6,2,2,60a5fed7eb09683193d4646b3a764f674a675bb35b742534ecee7f20727a2af5
4529,16,S4529_N16,11,3,3,12,4,6,6,2,2,8c76b9ce4570b39840deec4d9cd4d7e7180b788e5ac071fc1471531340b129f5
4529,16,S4529_N16,12,3,4,12,4,6,6,2,2,617701edce09022baec8b6d28c6bc7e241bc792b5aad630ee247ea861644fe02
4529,16,S4529_N16,13,4,1,12,4,6,6,2,2,33f8972ff27022c42c55539879ed63b7da6934c9ddf6559009bf5648da2efdfd
4529,16,S4529_N16,14,4,2,12,4,6,6,2,2,086380608322de6617f240ae2e715f7e752527337928cdefd8a5eb607398ef51
4529,16,S4529_N16,15,4,3,12,4,6,6,2,2,3189d13f6169aecc3456fb1f1b72f3f69a1131ea540d805041988da9b626fcfc
4529,16,S4529_N16,16,4,4,12,4,6,6,2,2,0f51954c1c2220981ee669fc5db05497ec171f399d3f56e86467caf46697930d
4529,16,S4529_N16,17,5,1,12,4,6,6,2,2,22085d64f89bfaf65b7cf344cd47635ba27a9514609f401781087c9bb992139f
4529,16,S4529_N16,18,5,2,12,4,6,6,2,2,33f7b4fcd73596d2686adb2b3a419a378e092ea77831f56b93250b0f1b319666
4529,16,S4529_N16,19,5,3,12,4,6,6,2,2,a90c1efb39257d03c957cfd5a5cb0ee9b02f336a5872297801f13fc1a394822d
4529,16,S4529_N16,20,5,4,12,4,6,6,2,2,523687a5697a4c88fef07b29eac66cd7d6fb7b0667a9deaf553041f7a1e78cfe
4529,32,S4529_N32,1,1,1,24,8,12,12,4,4,7c5cd18f3fa12bb3c98f893f15d6079cb1deb00920bb4c61f4169f70f175424c
4529,32,S4529_N32,2,1,2,24,8,12,12,4,4,f500ac92ff9d57b10af3c9693ff1c094e9d1ee1a76d48b80f168a9789f471f49
4529,32,S4529_N32,3,1,3,24,8,12,12,4,4,a9b25ed0ba231b8fdb22ebbd4da63f13a92854b30a1e8c4e94211319425da1f3
4529,32,S4529_N32,4,1,4,24,8,12,12,4,4,310365e8591d33715b947d841c3dd113880b27900edf30325082753916c9cf7e
4529,32,S4529_N32,5,2,1,24,8,12,12,4,4,0b1eef54a214011f1e581714c1882afecc82a64341f95309bd2c9588bf26cdc4
4529,32,S4529_N32,6,2,2,24,8,12,12,4,4,77c916fa11e7eeee2b6eb544231da27edcac28c8c00043eaadb696686e0b1d1c
4529,32,S4529_N32,7,2,3,24,8,12,12,4,4,86a9fb76b39637151b449f1ba467f2ebcc088dfa8e56b1fe0e20cddee0eb143f
4529,32,S4529_N32,8,2,4,24,8,12,12,4,4,492ee11533fa412fc17f139fc617de3c6584063ebeeeb415fa9f831ebae739de
4529,32,S4529_N32,9,3,1,24,8,12,12,4,4,8da34274b4c14a63a12398485b515e5d83f10ea6f3939caa73789a516bc9c213
4529,32,S4529_N32,10,3,2,24,8,12,12,4,4,203520bbf63049b42f4be83a52e032ec5ef1bcab6868040e3ec150a53273cbb6
4529,32,S4529_N32,11,3,3,24,8,12,12,4,4,2e5481724479e8348e401c66040d2ec85cafd778d1478c9eb7b5057fa39a92c4
4529,32,S4529_N32,12,3,4,24,8,12,12,4,4,84b94a88171c9b8a06d2eac108b57658890641ac0d0bc0a3f28076c6191020c8
4529,32,S4529_N32,13,4,1,24,8,12,12,4,4,9985bf5bd27c0c95811f138dee0ee1b98dc52e4ede2a1f3817c754d95bb7cf5f
4529,32,S4529_N32,14,4,2,24,8,12,12,4,4,d7d1b3db474fdb83212a00619cdd36d74e806334c9fdbcf556fb8b722ccbd8af
4529,32,S4529_N32,15,4,3,24,8,12,12,4,4,ff9c499948bd7fc3264d01bdadf9f5f6d51a4c9ddb6e61c6f6917c56f4b47c38
4529,32,S4529_N32,16,4,4,24,8,12,12,4,4,17e82186c7343640d78dfbf6469573a731d0ea112abba6111d8bede1615ee68a
4529,32,S4529_N32,17,5,1,24,8,12,12,4,4,8f6f71a09c2d671287cbbb9ddfbec81af8c1d2545b55b140742903d97d230af4
4529,32,S4529_N32,18,5,2,24,8,12,12,4,4,2a666e470339dee3ce9bfeb94fbfd98b1a442e5991cef81b6cb41c0a17157a87
4529,32,S4529_N32,19,5,3,24,8,12,12,4,4,498a5819646e7771767dbffde314c8a79529ab51e6358e0c97cbb6484b7dc03a
4529,32,S4529_N32,20,5,4,24,8,12,12,4,4,682913b6dfa477868e56e0ceb04a9c40ae83510801a65bb0feaba4f6334fc7af
4529,64,S4529_N64,1,1,1,48,16,24,24,8,8,6e3b32b2a10d0370a1b292e806401246603cff6c1f7396f3cb6d2d3224f5df82
4529,64,S4529_N64,2,1,2,48,16,24,24,8,8,ff4cbeecd383625be47ff913f5fce675b0e16138cfef9f9d956f3b190ea1363c
4529,64,S4529_N64,3,1,3,48,16,24,24,8,8,b09e07894b62be58bc35b3efa10f4763a07d115b3046c8143982f5777b3ff953
4529,64,S4529_N64,4,1,4,48,16,24,24,8,8,caf6cbad3f7fd27a389619a0af188db2f21b4dd6298ee7edde04789c516e2363
4529,64,S4529_N64,5,2,1,48,16,24,24,8,8,2039775fad8b6320165a29fcb3d7d846dd9f244ad5b0e37c110739f324e1a936
4529,64,S4529_N64,6,2,2,48,16,24,24,8,8,beacce91a266a56e6c382a28501ab099a98441f666c2cebee1a3980a71c268a3
4529,64,S4529_N64,7,2,3,48,16,24,24,8,8,0108cfd147f607760d796af7bf00ec95784372c3d040bc922ebdc2f3a9b116a1
4529,64,S4529_N64,8,2,4,48,16,24,24,8,8,600082a147bf9488e82928c11ce58a983429e4799d557181c68f90c2cb250e0f
4529,64,S4529_N64,9,3,1,48,16,24,24,8,8,07668253bd77abcdbe01e9307e296c30aa20508df08748d62908dc60cc4abb18
4529,64,S4529_N64,10,3,2,48,16,24,24,8,8,06c2b2ca65510c7c4395184aaf0d05ba86648f0ff44580c65892933edc75a615
4529,64,S4529_N64,11,3,3,48,16,24,24,8,8,24f855362d2701c1b9ee0a0076622ee7ba94538663abece566ff5652eac70da3
4529,64,S4529_N64,12,3,4,48,16,24,24,8,8,f9b1c3c234d3756ffee9271fcb117ea9e3cdd3ae3980d7000894868d5e19842a
4529,64,S4529_N64,13,4,1,48,16,24,24,8,8,e3bf418619538d24bc6af2dd9bb0ae7d4cb641e60c4dccdbf6273720f6afa31a
4529,64,S4529_N64,14,4,2,48,16,24,24,8,8,93d543ddfaf7c51de18a371dffe919f4709ee97008011c415a1d4381e2a64986
4529,64,S4529_N64,15,4,3,48,16,24,24,8,8,1f071b64700151fdc5c522ec59a918fe6e1ae0ba0e8da9d1cd9ebe25b4259a75
4529,64,S4529_N64,16,4,4,48,16,24,24,8,8,2274665d053387cafe7854fd6223cf64794d108aef8ea8997efba5ca8cb1b378
4529,64,S4529_N64,17,5,1,48,16,24,24,8,8,a0990a08031c3e1234235b8adda4c48f454edb9b73c1fe6a3eca9318fff1be66
4529,64,S4529_N64,18,5,2,48,16,24,24,8,8,ae5afc9ce3de86794e489e482313fed34732ac685479b5a82fa5efab83b07b59
4529,64,S4529_N64,19,5,3,48,16,24,24,8,8,55680df281c52cf0d0354719538f74107c64a756bf66cdea4f053fa5bb169f5f
4529,64,S4529_N64,20,5,4,48,16,24,24,8,8,a76cfc5b15c3c71934e85c8332e355f183ddf005f17d24d982675779b68ff171
4530,16,S4530_N16,1,1,1,12,4,6,6,2,2,59fae97a3dce88edcfe0508e0df3c1807263bbbe892e1fd7377d36ab783dcfb7
4530,16,S4530_N16,2,1,2,12,4,6,6,2,2,278bcad393eefcb186fe1881c28849b2860a10f089be8b76e7479a0f2f57fd03
4530,16,S4530_N16,3,1,3,12,4,6,6,2,2,bcfc6a190576a92a80ca856713a71eed4eab2bc5bb843cb7426105e024d8c96e
4530,16,S4530_N16,4,1,4,12,4,6,6,2,2,52e222b35e683f7240cc9aafff21ae476f31b9f9f0b95aea8db01bc19cde9c6e
4530,16,S4530_N16,5,2,1,12,4,6,6,2,2,1bb9e3ada6a352c9ea8599c2c87f8f8c6a7ab32a0282868217f685a4d51809cd
4530,16,S4530_N16,6,2,2,12,4,6,6,2,2,35e16467464aca00f00d6f9532ffad7a8e1518f3681a112aaf84699139436944
4530,16,S4530_N16,7,2,3,12,4,6,6,2,2,a454bc2a732ac5b578954d8bf8170cd3ed4194030cc53f7e93b2406b212d6ec3
4530,16,S4530_N16,8,2,4,12,4,6,6,2,2,77ef10d2aadd2144351d33eaa58bf5c703fe30e08ec77b71f001f16535feee87
4530,16,S4530_N16,9,3,1,12,4,6,6,2,2,c5e53a5b85706c102255454d83eb5669238ca8cf65de9dea3987aacf24dc70c6
4530,16,S4530_N16,10,3,2,12,4,6,6,2,2,5c1d6a2417981d092fa2a0fcaaeff2dce2b0e8379ef4365fe9edbd9656b989db
4530,16,S4530_N16,11,3,3,12,4,6,6,2,2,74a65e5775ef308c35939d523dadbfd7c76cd92a13a7f5a431ed0c58f50f977a
4530,16,S4530_N16,12,3,4,12,4,6,6,2,2,65889c98afce9658c7c54e271f1aed058583b7dd69c4802eee11a2e755528c7b
4530,16,S4530_N16,13,4,1,12,4,6,6,2,2,0fb8925bc6d9fc44ec88491ee2fc04f36d68ec7619107021e1023708892cd7d1
4530,16,S4530_N16,14,4,2,12,4,6,6,2,2,8fb4abf147d4881414998773a095b2500b552f55942aee6f2cda2c22a0db5791
4530,16,S4530_N16,15,4,3,12,4,6,6,2,2,169a794a67fd611b0c5af1fa54026cbcb365bd31190e5466fd955def98e3f8c9
4530,16,S4530_N16,16,4,4,12,4,6,6,2,2,f1ad88085e41988f8300ec1066bd34ab30c6ca4cce56b7fd69be46ea333f764c
4530,16,S4530_N16,17,5,1,12,4,6,6,2,2,e4bd2bc7b598ae1a4fe1145a762c28ef6d101612c4f8a0c1a7de7ae33d179f3c
4530,16,S4530_N16,18,5,2,12,4,6,6,2,2,add88df278d84e68acd5a90982e85d208c03475583a58c4db8e35f4eb1373375
