Seed,N,Subset_Key,Split_Number,Repeat,Fold,Model,Feature_Map,Train_Size,Validation_Size,Train_Class_0,Train_Class_1,Validation_Class_0,Validation_Class_1,Support_Vectors,Kernel_Lambda_Min,Kernel_Condition_Number,Elapsed_Seconds,Balanced_Accuracy,MCC,F1,ROC_AUC,Specificity,Sensitivity,Unsafe_Acceptance,TN,FP,FN,TP
4524,16,S4524_N16,20,5,4,ZZ_Linear,ZZ_Linear,12,4,6,6,2,2,12,0.2819112697739496,8.347983326366073,0.1010549068450927,0.5,0.0,0.0,0.25,1.0,0.0,0.0,2,0,2,0
4524,32,S4524_N32,1,1,1,Custom_Domain,Custom_Domain,24,8,12,12,4,4,23,0.0569427214565239,138.7251287211252,0.1311438083648681,0.375,-0.2581988897471611,0.2857142857142857,0.4375,0.5,0.25,0.5,2,2,3,1
4524,32,S4524_N32,1,1,1,Pauli_Z_YY,Pauli_Z_YY,24,8,12,12,4,4,24,0.0704131183344561,66.48753191523753,0.2196085453033447,0.5,0.0,0.5,0.5625,0.5,0.5,0.5,2,2,2,2
4524,32,S4524_N32,1,1,1,SVM_RBF_Fixed,Classical_RBF,24,8,12,12,4,4,24,,,0.0107438564300537,0.375,-0.2581988897471611,0.2857142857142857,0.1875,0.5,0.25,0.5,2,2,3,1
4524,32,S4524_N32,1,1,1,Separable_Control,Separable_Control,24,8,12,12,4,4,24,0.0302200778163999,376.5021394228585,0.0452833175659179,0.25,-0.5773502691896258,0.4,0.5,0.0,0.5,1.0,0,4,2,2
4524,32,S4524_N32,1,1,1,ZZ_Linear,ZZ_Linear,24,8,12,12,4,4,24,0.0772114201771916,65.54131123811345,0.1393213272094726,0.625,0.2581988897471611,0.5714285714285714,0.4375,0.75,0.5,0.25,3,1,2,2
4524,32,S4524_N32,2,1,2,Custom_Domain,Custom_Domain,24,8,12,12,4,4,24,0.0921420665589043,78.39526044898277,0.0543825626373291,0.5,0.0,0.3333333333333333,0.625,0.75,0.25,0.25,3,1,3,1
4524,32,S4524_N32,2,1,2,Pauli_Z_YY,Pauli_Z_YY,24,8,12,12,4,4,23,0.06811872540503,58.72766326958663,0.1963920593261718,0.375,-0.2581988897471611,0.4444444444444444,0.375,0.25,0.5,0.75,1,3,2,2
4524,32,S4524_N32,2,1,2,SVM_RBF_Fixed,Classical_RBF,24,8,12,12,4,4,24,,,0.0210766792297363,0.25,-0.5773502691896258,0.0,0.3125,0.5,0.0,0.5,2,2,4,0
4524,32,S4524_N32,2,1,2,Separable_Control,Separable_Control,24,8,12,12,4,4,24,0.036246232606696,320.0094653938905,0.1001341342926025,0.375,-0.2581988897471611,0.2857142857142857,0.3125,0.5,0.25,0.5,2,2,3,1
4524,32,S4524_N32,2,1,2,ZZ_Linear,ZZ_Linear,24,8,12,12,4,4,24,0.0911397434136765,50.48079973300951,0.1551308631896972,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2,2,2,2
4524,32,S4524_N32,3,1,3,Custom_Domain,Custom_Domain,24,8,12,12,4,4,23,0.0370155999107861,195.88456878939868,0.0992176532745361,0.5,0.0,0.5,0.6875,0.5,0.5,0.5,2,2,2,2
4524,32,S4524_N32,3,1,3,Pauli_Z_YY,Pauli_Z_YY,24,8,12,12,4,4,24,0.0770713007949223,53.84737159914872,0.2493627071380615,0.625,0.2581988897471611,0.6666666666666666,0.5625,0.5,0.75,0.5,2,2,1,3
4524,32,S4524_N32,3,1,3,SVM_RBF_Fixed,Classical_RBF,24,8,12,12,4,4,24,,,0.0123600959777832,0.5,0.0,0.5,0.4375,0.5,0.5,0.5,2,2,2,2
4524,32,S4524_N32,3,1,3,Separable_Control,Separable_Control,24,8,12,12,4,4,24,0.0184481197676178,632.5488405295599,0.0791082382202148,0.5,0.0,0.5,0.375,0.5,0.5,0.5,2,2,2,2
4524,32,S4524_N32,3,1,3,ZZ_Linear,ZZ_Linear,24,8,12,12,4,4,24,0.0705483518521806,65.23591574828464,0.1811904907226562,0.5,0.0,0.6,0.625,0.25,0.75,0.75,1,3,1,3
4524,32,S4524_N32,4,1,4,Custom_Domain,Custom_Domain,24,8,12,12,4,4,24,0.0321957666239369,253.5215657068907,0.0519802570343017,0.625,0.2581988897471611,0.6666666666666666,0.6875,0.5,0.75,0.5,2,2,1,3
4524,32,S4524_N32,4,1,4,Pauli_Z_YY,Pauli_Z_YY,24,8,12,12,4,4,24,0.0398242959015146,133.63409772002194,0.1795589923858642,0.375,-0.3779644730092272,0.5454545454545454,0.5625,0.0,0.75,1.0,0,4,1,3
4524,32,S4524_N32,4,1,4,SVM_RBF_Fixed,Classical_RBF,24,8,12,12,4,4,24,,,0.0293879508972167,0.5,0.0,0.6,0.4375,0.25,0.75,0.75,1,3,1,3
