Seed,N,Split_Number,Feature_Map,C,Balanced_Accuracy,MCC,F1,ROC_AUC,Specificity,Unsafe_Acceptance,Elapsed_Seconds,RBF_Balanced_Accuracy,RBF_MCC,RBF_F1,RBF_Specificity,RBF_Unsafe_Acceptance,Delta_BA_vs_RBF,Delta_MCC_vs_RBF,Win_vs_RBF,Tie_vs_RBF
4524,32,16,Pauli_Z_YY,1.0,0.625,0.2581988897471611,0.6666666666666666,0.75,0.5,0.5,0.03760981559753418,0.5,0.0,0.5,0.5,0.5,0.125,0.2581988897471611,1,0
4524,32,16,Custom_Domain,1.0,0.625,0.2581988897471611,0.6666666666666666,0.4375,0.5,0.5,0.02745223045349121,0.5,0.0,0.5,0.5,0.5,0.125,0.2581988897471611,1,0
4524,32,17,Separable_Control,1.0,0.5,0.0,0.6,0.5,0.25,0.75,0.022100448608398438,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0,1
4524,32,17,ZZ_Linear,1.0,0.75,0.5773502691896258,0.8,0.6875,0.5,0.5,0.028329849243164062,0.5,0.0,0.5,0.5,0.5,0.25,0.5773502691896258,1,0
4524,32,17,Pauli_Z_YY,1.0,0.75,0.5773502691896258,0.8,0.5,0.5,0.5,0.040953874588012695,0.5,0.0,0.5,0.5,0.5,0.25,0.5773502691896258,1,0
4524,32,17,Custom_Domain,1.0,0.75,0.5773502691896258,0.8,0.875,0.5,0.5,0.02700519561767578,0.5,0.0,0.5,0.5,0.5,0.25,0.5773502691896258,1,0
4524,32,18,Separable_Control,1.0,0.5,0.0,0.6,0.75,0.25,0.75,0.022337675094604492,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.125,-0.2581988897471611,0,0
4524,32,18,ZZ_Linear,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.031348466873168945,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.125,-0.2581988897471611,0,0
4524,32,18,Pauli_Z_YY,1.0,0.5,0.0,0.5,0.5625,0.5,0.5,0.041014671325683594,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.125,-0.2581988897471611,0,0
4524,32,18,Custom_Domain,1.0,0.625,0.2581988897471611,0.6666666666666666,0.6875,0.5,0.5,0.027092933654785156,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0,0.0,0,1
4524,32,19,Separable_Control,1.0,0.625,0.2581988897471611,0.5714285714285714,0.4375,0.75,0.25,0.023319482803344727,0.625,0.3779644730092272,0.7272727272727273,0.25,0.75,0.0,-0.1197655832620661,0,1
4524,32,19,ZZ_Linear,1.0,0.625,0.2581988897471611,0.6666666666666666,0.6875,0.5,0.5,0.0307309627532959,0.625,0.3779644730092272,0.7272727272727273,0.25,0.75,0.0,-0.1197655832620661,0,1
4524,32,19,Pauli_Z_YY,1.0,0.75,0.5773502691896258,0.8,0.8125,0.5,0.5,0.03968238830566406,0.625,0.3779644730092272,0.7272727272727273,0.25,0.75,0.125,0.19938579618039864,1,0
4524,32,19,Custom_Domain,1.0,0.75,0.5,0.75,0.6875,0.75,0.25,0.027164697647094727,0.625,0.3779644730092272,0.7272727272727273,0.25,0.75,0.125,0.1220355269907728,1,0
4524,32,20,Separable_Control,1.0,0.5,0.0,0.6666666666666666,0.75,0.0,1.0,0.024807214736938477,0.625,0.3779644730092272,0.4,1.0,0.0,-0.125,-0.3779644730092272,0,0
4524,32,20,ZZ_Linear,1.0,0.625,0.2581988897471611,0.5714285714285714,0.6875,0.75,0.25,0.03467607498168945,0.625,0.3779644730092272,0.4,1.0,0.0,0.0,-0.1197655832620661,0,1
4524,32,20,Pauli_Z_YY,1.0,0.5,0.0,0.3333333333333333,0.625,0.75,0.25,0.05255007743835449,0.625,0.3779644730092272,0.4,1.0,0.0,-0.125,-0.3779644730092272,0,0
4524,32,20,Custom_Domain,1.0,0.625,0.2581988897471611,0.5714285714285714,0.8125,0.75,0.25,0.02720808982849121,0.625,0.3779644730092272,0.4,1.0,0.0,0.0,-0.1197655832620661,0,1
4524,64,1,Separable_Control,1.0,0.625,0.25,0.625,0.640625,0.625,0.375,0.04065251350402832,0.625,0.25,0.625,0.625,0.375,0.0,0.0,0,1
4524,64,1,ZZ_Linear,1.0,0.6875,0.40451991747794525,0.7368421052631579,0.734375,0.5,0.5,0.05684304237365723,0.625,0.25,0.625,0.625,0.375,0.0625,0.15451991747794525,1,0
4524,64,1,Pauli_Z_YY,1.0,0.5625,0.13483997249264842,0.631578947368421,0.484375,0.375,0.625,0.07092881202697754,0.625,0.25,0.625,0.625,0.375,-0.0625,-0.11516002750735158,0,0
4524,64,1,Custom_Domain,1.0,0.5,0.0,0.6,0.71875,0.25,0.75,0.04835653305053711,0.625,0.25,0.625,0.625,0.375,-0.125,-0.25,0,0
4524,64,2,Separable_Control,1.0,0.625,0.2886751345948129,0.7,0.75,0.375,0.625,0.03650307655334473,0.5625,0.16012815380508713,0.36363636363636365,0.875,0.125,0.0625,0.1285469807897258,1,0
4524,64,2,ZZ_Linear,1.0,0.5,0.0,0.42857142857142855,0.578125,0.625,0.375,0.051293373107910156,0.5625,0.16012815380508713,0.36363636363636365,0.875,0.125,-0.0625,-0.16012815380508713,0,0
4524,64,2,Pauli_Z_YY,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.4375,0.625,0.375,0.07379317283630371,0.5625,0.16012815380508713,0.36363636363636365,0.875,0.125,-0.125,-0.29496812629773556,0,0
4524,64,2,Custom_Domain,1.0,0.875,0.7745966692414834,0.8888888888888888,0.859375,0.75,0.25,0.044988155364990234,0.5625,0.16012815380508713,0.36363636363636365,0.875,0.125,0.3125,0.6144685154363962,1,0
4524,64,3,Separable_Control,1.0,0.4375,-0.1259881576697424,0.47058823529411764,0.546875,0.375,0.625,0.036612749099731445,0.625,0.2886751345948129,0.5,0.875,0.125,-0.1875,-0.41466329226455534,0,0
4524,64,3,ZZ_Linear,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.484375,0.625,0.375,0.05556535720825195,0.625,0.2886751345948129,0.5,0.875,0.125,-0.1875,-0.4235151070874613,0,0
4524,64,3,Pauli_Z_YY,1.0,0.5,0.0,0.3333333333333333,0.5625,0.75,0.25,0.08111977577209473,0.625,0.2886751345948129,0.5,0.875,0.125,-0.125,-0.2886751345948129,0,0
4524,64,3,Custom_Domain,1.0,0.5625,0.16012815380508713,0.36363636363636365,0.453125,0.875,0.125,0.04715609550476074,0.625,0.2886751345948129,0.5,0.875,0.125,-0.0625,-0.1285469807897258,0,0
4524,64,4,Separable_Control,1.0,0.4375,-0.16012815380508713,0.18181818181818182,0.296875,0.75,0.25,0.0384068489074707,0.5,0.0,0.42857142857142855,0.625,0.375,-0.0625,-0.16012815380508713,0,0
4524,64,4,ZZ_Linear,1.0,0.1875,-0.629940788348712,0.13333333333333333,0.203125,0.25,0.75,0.05472707748413086,0.5,0.0,0.42857142857142855,0.625,0.375,-0.3125,-0.629940788348712,0,0
4524,64,4,Pauli_Z_YY,1.0,0.1875,-0.629940788348712,0.13333333333333333,0.1875,0.25,0.75,0.07320952415466309,0.5,0.0,0.42857142857142855,0.625,0.375,-0.3125,-0.629940788348712,0,0
4524,64,4,Custom_Domain,1.0,0.5,0.0,0.2,0.5625,0.875,0.125,0.045870304107666016,0.5,0.0,0.42857142857142855,0.625,0.375,0.0,0.0,0,1
4524,64,5,Separable_Control,1.0,0.5625,0.1259881576697424,0.5882352941176471,0.578125,0.5,0.5,0.037996530532836914,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0,0.0,0,1
4524,64,5,ZZ_Linear,1.0,0.5,0.0,0.5,0.390625,0.5,0.5,0.0656285285949707,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.0625,-0.1259881576697424,0,0
4524,64,5,Pauli_Z_YY,1.0,0.625,0.2581988897471611,0.5714285714285714,0.546875,0.75,0.25,0.07833027839660645,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0625,0.1322107320774187,1,0
4524,64,5,Custom_Domain,1.0,0.6875,0.3779644730092272,0.6666666666666666,0.671875,0.75,0.25,0.04558753967285156,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.125,0.25197631533948484,1,0
4524,64,6,Separable_Control,1.0,0.625,0.25,0.625,0.6875,0.625,0.375,0.03780245780944824,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0,-0.008198889747161098,0,1
4524,64,6,ZZ_Linear,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.625,0.625,0.375,0.05316972732543945,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.1875,-0.39303886223980955,0,0
4524,64,6,Pauli_Z_YY,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.625,0.625,0.375,0.07268953323364258,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.1875,-0.39303886223980955,0,0
4524,64,6,Custom_Domain,1.0,0.6875,0.3779644730092272,0.6666666666666666,0.796875,0.75,0.25,0.046090126037597656,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0625,0.1197655832620661,1,0
4524,64,7,Separable_Control,1.0,0.5625,0.13483997249264842,0.46153846153846156,0.5625,0.75,0.25,0.036226749420166016,0.6875,0.40451991747794525,0.6153846153846154,0.875,0.125,-0.125,-0.2696799449852968,0,0
4524,64,7,ZZ_Linear,1.0,0.5625,0.1259881576697424,0.5333333333333333,0.484375,0.625,0.375,0.052756547927856445,0.6875,0.40451991747794525,0.6153846153846154,0.875,0.125,-0.125,-0.2785317598082029,0,0
4524,64,7,Pauli_Z_YY,1.0,0.5625,0.1259881576697424,0.5333333333333333,0.53125,0.625,0.375,0.07054328918457031,0.6875,0.40451991747794525,0.6153846153846154,0.875,0.125,-0.125,-0.2785317598082029,0,0
4524,64,7,Custom_Domain,1.0,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.75,0.25,0.045891523361206055,0.6875,0.40451991747794525,0.6153846153846154,0.875,0.125,0.0,-0.026555444468718048,0,1
4524,64,8,Separable_Control,1.0,0.5,0.0,0.6,0.65625,0.25,0.75,0.039060354232788086,0.5625,0.1259881576697424,0.5882352941176471,0.5,0.5,-0.0625,-0.1259881576697424,0,0
4524,64,8,ZZ_Linear,1.0,0.5,0.0,0.5,0.453125,0.5,0.5,0.05873703956604004,0.5625,0.1259881576697424,0.5882352941176471,0.5,0.5,-0.0625,-0.1259881576697424,0,0
4524,64,8,Pauli_Z_YY,1.0,0.5,0.0,0.5,0.390625,0.5,0.5,0.07125496864318848,0.5625,0.1259881576697424,0.5882352941176471,0.5,0.5,-0.0625,-0.1259881576697424,0,0
4524,64,8,Custom_Domain,1.0,0.5625,0.13483997249264842,0.631578947368421,0.5,0.375,0.625,0.04388308525085449,0.5625,0.1259881576697424,0.5882352941176471,0.5,0.5,0.0,0.008851814822906034,0,1
4524,64,9,Separable_Control,1.0,0.4375,-0.13483997249264842,0.5263157894736842,0.421875,0.25,0.75,0.03655695915222168,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.125,-0.2608281301623908,0,0
4524,64,9,ZZ_Linear,1.0,0.6875,0.3779644730092272,0.6666666666666666,0.515625,0.75,0.25,0.05167889595031738,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.125,0.25197631533948484,1,0
4524,64,9,Pauli_Z_YY,1.0,0.5625,0.1259881576697424,0.5882352941176471,0.578125,0.5,0.5,0.07153081893920898,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0,0.0,0,1
4524,64,9,Custom_Domain,1.0,0.625,0.25,0.625,0.6875,0.625,0.375,0.043985843658447266,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0625,0.12401184233025761,1,0
4524,64,10,Separable_Control,1.0,0.75,0.5,0.75,0.71875,0.75,0.25,0.038134098052978516,0.5625,0.13483997249264842,0.46153846153846156,0.75,0.25,0.1875,0.36516002750735155,1,0
4524,64,10,ZZ_Linear,1.0,0.625,0.2581988897471611,0.5714285714285714,0.59375,0.75,0.25,0.07142329216003418,0.5625,0.13483997249264842,0.46153846153846156,0.75,0.25,0.0625,0.12335891725451267,1,0
4524,64,10,Pauli_Z_YY,1.0,0.5625,0.16012815380508713,0.36363636363636365,0.515625,0.875,0.125,0.07068777084350586,0.5625,0.13483997249264842,0.46153846153846156,0.75,0.25,0.0,0.025288181312438707,0,1
4524,64,10,Custom_Domain,1.0,0.8125,0.629940788348712,0.8,0.703125,0.875,0.125,0.04374575614929199,0.5625,0.13483997249264842,0.46153846153846156,0.75,0.25,0.25,0.4951008158560636,1,0
4524,64,11,Separable_Control,1.0,0.75,0.5,0.75,0.6875,0.75,0.25,0.036234378814697266,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,0.0625,0.1220355269907728,1,0
4524,64,11,ZZ_Linear,1.0,0.5,0.0,0.3333333333333333,0.625,0.75,0.25,0.051486968994140625,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.1875,-0.3779644730092272,0,0
4524,64,11,Pauli_Z_YY,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.59375,0.625,0.375,0.07197165489196777,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.25,-0.5128044455018756,0,0
4524,64,11,Custom_Domain,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.04876422882080078,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.1875,-0.3779644730092272,0,0
4524,64,12,Separable_Control,1.0,0.5,0.0,0.3333333333333333,0.484375,0.75,0.25,0.03845572471618652,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.1875,-0.3779644730092272,0,0
4524,64,12,ZZ_Linear,1.0,0.3125,-0.48038446141526137,0.47619047619047616,0.359375,0.0,1.0,0.05544424057006836,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.375,-0.8583489344244886,0,0
4524,64,12,Pauli_Z_YY,1.0,0.1875,-0.674199862463242,0.3157894736842105,0.125,0.0,1.0,0.07661676406860352,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.5,-1.0521643354724692,0,0
4524,64,12,Custom_Domain,1.0,0.375,-0.25,0.375,0.453125,0.375,0.625,0.04794621467590332,0.6875,0.3779644730092272,0.6666666666666666,0.75,0.25,-0.3125,-0.6279644730092272,0,0
4524,64,13,Separable_Control,1.0,0.6875,0.3779644730092272,0.7058823529411765,0.78125,0.625,0.375,0.03795814514160156,0.8125,0.629940788348712,0.8,0.875,0.125,-0.125,-0.25197631533948484,0,0
4524,64,13,ZZ_Linear,1.0,0.75,0.5773502691896258,0.6666666666666666,0.875,1.0,0.0,0.05222725868225098,0.8125,0.629940788348712,0.8,0.875,0.125,-0.0625,-0.05259051915908619,0,0
4524,64,13,Pauli_Z_YY,1.0,0.75,0.5773502691896258,0.6666666666666666,0.953125,1.0,0.0,0.07880783081054688,0.8125,0.629940788348712,0.8,0.875,0.125,-0.0625,-0.05259051915908619,0,0
4524,64,13,Custom_Domain,1.0,0.6875,0.3779644730092272,0.6666666666666666,0.796875,0.75,0.25,0.046346187591552734,0.8125,0.629940788348712,0.8,0.875,0.125,-0.125,-0.25197631533948484,0,0
4524,64,14,Separable_Control,1.0,0.625,0.2581988897471611,0.5714285714285714,0.65625,0.75,0.25,0.03757166862487793,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0,0.0,0,1
4524,64,14,ZZ_Linear,1.0,0.5625,0.13483997249264842,0.631578947368421,0.625,0.375,0.625,0.05311417579650879,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.0625,-0.12335891725451267,0,0
4524,64,14,Pauli_Z_YY,1.0,0.5,0.0,0.6,0.578125,0.25,0.75,0.07177042961120605,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.125,-0.2581988897471611,0,0
4524,64,14,Custom_Domain,1.0,0.625,0.2581988897471611,0.5714285714285714,0.734375,0.75,0.25,0.044649600982666016,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0,0.0,0,1
4524,64,15,Separable_Control,1.0,0.75,0.5,0.75,0.78125,0.75,0.25,0.04963803291320801,0.8125,0.629940788348712,0.8235294117647058,0.75,0.25,-0.0625,-0.12994078834871203,0,0
4524,64,15,ZZ_Linear,1.0,0.625,0.25,0.625,0.609375,0.625,0.375,0.052216291427612305,0.8125,0.629940788348712,0.8235294117647058,0.75,0.25,-0.1875,-0.37994078834871203,0,0
4524,64,15,Pauli_Z_YY,1.0,0.5625,0.1259881576697424,0.5882352941176471,0.59375,0.5,0.5,0.06961774826049805,0.8125,0.629940788348712,0.8235294117647058,0.75,0.25,-0.25,-0.5039526306789697,0,0
4524,64,15,Custom_Domain,1.0,0.8125,0.629940788348712,0.8235294117647058,0.921875,0.75,0.25,0.043912410736083984,0.8125,0.629940788348712,0.8235294117647058,0.75,0.25,0.0,0.0,0,1
4524,64,16,Separable_Control,1.0,0.5,0.0,0.5,0.4375,0.5,0.5,0.036455631256103516,0.4375,-0.16012815380508713,0.18181818181818182,0.75,0.25,0.0625,0.16012815380508713,1,0
4524,64,16,ZZ_Linear,1.0,0.3125,-0.40451991747794525,0.42105263157894735,0.3125,0.125,0.875,0.05285525321960449,0.4375,-0.16012815380508713,0.18181818181818182,0.75,0.25,-0.125,-0.24439176367285811,0,0
4524,64,16,Pauli_Z_YY,1.0,0.4375,-0.1259881576697424,0.47058823529411764,0.34375,0.375,0.625,0.07421541213989258,0.4375,-0.16012815380508713,0.18181818181818182,0.75,0.25,0.0,0.03413999613534474,0,1
4524,64,16,Custom_Domain,1.0,0.5,0.0,0.5,0.53125,0.5,0.5,0.046512603759765625,0.4375,-0.16012815380508713,0.18181818181818182,0.75,0.25,0.0625,0.16012815380508713,1,0
4524,64,17,Separable_Control,1.0,0.6875,0.48038446141526137,0.7619047619047619,0.8125,0.375,0.625,0.03790736198425293,0.75,0.5,0.75,0.75,0.25,-0.0625,-0.019615538584738634,0,0
4524,64,17,ZZ_Linear,1.0,0.5,0.0,0.3333333333333333,0.40625,0.75,0.25,0.05734705924987793,0.75,0.5,0.75,0.75,0.25,-0.25,-0.5,0,0
4524,64,17,Pauli_Z_YY,1.0,0.4375,-0.16012815380508713,0.18181818181818182,0.46875,0.75,0.25,0.08024716377258301,0.75,0.5,0.75,0.75,0.25,-0.3125,-0.6601281538050872,0,0
4524,64,17,Custom_Domain,1.0,0.875,0.7745966692414834,0.8888888888888888,0.921875,0.75,0.25,0.04511737823486328,0.75,0.5,0.75,0.75,0.25,0.125,0.2745966692414834,1,0
4524,64,18,Separable_Control,1.0,0.4375,-0.16012815380508713,0.18181818181818182,0.484375,0.75,0.25,0.03714156150817871,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.1875,-0.41832704355224826,0,0
4524,64,18,ZZ_Linear,1.0,0.4375,-0.13483997249264842,0.3076923076923077,0.390625,0.625,0.375,0.057600975036621094,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.1875,-0.39303886223980955,0,0
4524,64,18,Pauli_Z_YY,1.0,0.3125,-0.40451991747794525,0.15384615384615385,0.34375,0.5,0.5,0.0707707405090332,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,-0.3125,-0.6627188072251063,0,0
4524,64,18,Custom_Domain,1.0,0.625,0.2886751345948129,0.5,0.703125,0.875,0.125,0.057068824768066406,0.625,0.2581988897471611,0.5714285714285714,0.75,0.25,0.0,0.030476244847651823,0,1
4524,64,19,Separable_Control,1.0,0.8125,0.629940788348712,0.8235294117647058,0.703125,0.75,0.25,0.04158306121826172,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.25,0.5039526306789697,1,0
4524,64,19,ZZ_Linear,1.0,0.5625,0.16012815380508713,0.6666666666666666,0.59375,0.25,0.75,0.05443716049194336,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0,0.03413999613534474,0,1
4524,64,19,Pauli_Z_YY,1.0,0.5,0.0,0.6,0.59375,0.25,0.75,0.08727073669433594,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.0625,-0.1259881576697424,0,0
4524,64,19,Custom_Domain,1.0,0.625,0.25,0.625,0.640625,0.625,0.375,0.046706438064575195,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0625,0.12401184233025761,1,0
4524,64,20,Separable_Control,1.0,0.625,0.25,0.625,0.578125,0.625,0.375,0.03552436828613281,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,0.0625,0.12401184233025761,1,0
4524,64,20,ZZ_Linear,1.0,0.4375,-0.1259881576697424,0.47058823529411764,0.46875,0.375,0.625,0.04944562911987305,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.125,-0.2519763153394848,0,0
4524,64,20,Pauli_Z_YY,1.0,0.4375,-0.1259881576697424,0.4,0.453125,0.5,0.5,0.06976032257080078,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.125,-0.2519763153394848,0,0
4524,64,20,Custom_Domain,1.0,0.5,0.0,0.5555555555555556,0.578125,0.375,0.625,0.04527735710144043,0.5625,0.1259881576697424,0.5333333333333333,0.625,0.375,-0.0625,-0.1259881576697424,0,0
