Shots,Repetitions,MAE_Median,MAE_Q1,MAE_Q3,Frobenius_Median,Frobenius_Q1,Frobenius_Q3,Correlation_Median,Lambda_Min_Median,Lambda_Min_Minimum,PSD_Rate,Max_Error_Median
256,10,0.01660371911375686,0.01587150158294638,0.01827209871377803,0.0621755631374928,0.05877771837175982,0.06776715185130114,0.997018986997031,0.08093309592493547,0.04965690913464996,1.0,0.07525373792933443
1024,10,0.0084976722671619,0.007841338247102208,0.008682410946783167,0.032068636654436405,0.030025391237203124,0.0327951585176135,0.9992067458603936,0.11435217570955686,0.09120393003843703,1.0,0.03867082579679912
