Seed,N,Model,Balanced_Accuracy,MCC,F1,ROC_AUC,Specificity,Sensitivity,Unsafe_Acceptance,Support_Vectors,Kernel_Lambda_Min,Kernel_Condition_Number
4527,16,Custom_Domain,0.425,-0.15773502691896257,0.44333333333333336,,0.3,0.55,0.7,12.0,0.16897151999848997,20.503706897171924
4527,16,Pauli_Z_YY,0.55,0.1,0.53,,0.5,0.6,0.5,12.0,0.2954454759794579,6.660953140101542
4527,16,SVM_RBF_Fixed,0.6,0.21547005383792514,0.5483333333333333,,0.65,0.55,0.35,12.0,,
4527,16,Separable_Control,0.4,-0.22320508075688777,0.365,,0.4,0.4,0.6,12.0,0.0927570935850771,66.37680084092605
4527,16,ZZ_Linear,0.5875,0.18660254037844387,0.6183333333333334,,0.475,0.7,0.525,12.0,0.3699205278073882,6.006609740030695
4527,32,Custom_Domain,0.60625,0.21841723589627157,0.553452380952381,0.603125,0.6625,0.55,0.3375,23.05,0.0266032278491283,238.91120077155773
4527,32,Pauli_Z_YY,0.46875,-0.07581336159470783,0.4203282828282828,0.496875,0.5,0.4375,0.5,23.75,0.04445460949799455,90.01063773734546
4527,32,SVM_RBF_Fixed,0.4875,-0.027940654678338124,0.44680735930735926,0.515625,0.5375,0.4375,0.4625,23.7,,
4527,32,Separable_Control,0.5625,0.14412362768455234,0.5576479076479076,0.640625,0.5,0.625,0.5,23.1,0.010844688209054099,1072.411309438856
4527,32,ZZ_Linear,0.50625,0.009042431027876763,0.47678571428571426,0.5625,0.525,0.4875,0.475,23.8,0.042694855731824355,104.65854192344857
4527,64,Custom_Domain,0.65,0.3077932810188161,0.619001864148923,0.6875,0.70625,0.59375,0.29375,43.9,0.0098299098752372,1326.571364238987
4527,64,Pauli_Z_YY,0.565625,0.13121750460669102,0.5268395746840019,0.615625,0.61875,0.5125,0.38125,43.8,0.00355460989555895,2175.4712594516736
4527,64,SVM_RBF_Fixed,0.640625,0.2942886129647136,0.6270569192589316,0.70546875,0.6625,0.61875,0.3375,44.7,,
4527,64,Separable_Control,0.60625,0.22456093129983912,0.6298983309432226,0.6921875,0.53125,0.68125,0.46875,43.5,0.0008504709583033,27268.800990378004
4527,64,ZZ_Linear,0.615625,0.24135659153090186,0.6022756831232063,0.68515625,0.6125,0.61875,0.3875,44.9,0.01035472165639005,824.4056631290027
4528,16,Custom_Domain,0.4,-0.20773502691896256,0.36333333333333334,,0.375,0.425,0.625,12.0,0.035909440704196396,113.2733560064294
4528,16,Pauli_Z_YY,0.4125,-0.1788675134594813,0.385,,0.325,0.5,0.675,12.0,0.040466490782639294,79.98068267779158
4528,16,SVM_RBF_Fixed,0.3875,-0.2366025403784439,0.4033333333333333,,0.275,0.5,0.725,12.0,,
4528,16,Separable_Control,0.25,-0.5309401076758503,0.2783333333333333,,0.175,0.325,0.825,12.0,0.05087604948530065,117.63485970545207
4528,16,ZZ_Linear,0.4125,-0.1788675134594813,0.3916666666666667,,0.375,0.45,0.625,12.0,0.0453506274196541,72.40194508769301
4528,32,Custom_Domain,0.48125,-0.04389822365046136,0.445515873015873,0.521875,0.4875,0.475,0.5125,23.75,0.02367936957050675,323.2393188886016
4528,32,Pauli_Z_YY,0.45625,-0.10669467095138407,0.457943722943723,0.4625,0.3875,0.525,0.6125,23.6,0.0247310524593388,209.95628590576695
4528,32,SVM_RBF_Fixed,0.56875,0.17499840966122032,0.5670923520923521,0.56875,0.5125,0.625,0.4875,23.15,,
4528,32,Separable_Control,0.45625,-0.08954972243679028,0.41277417027417024,0.440625,0.4625,0.45,0.5375,23.7,0.015307770760565699,757.3978564409113
4528,32,ZZ_Linear,0.43125,-0.150225404034091,0.41518398268398266,0.471875,0.4125,0.45,0.5875,23.55,0.02390144717251585,224.59740637328326
4528,64,Custom_Domain,0.621875,0.25111299192563413,0.5861778172807585,0.6515625,0.68125,0.5625,0.31875,45.1,0.0068930268675271005,2059.4973063067087
4528,64,Pauli_Z_YY,0.51875,0.04171640081341645,0.4826043186259904,0.54609375,0.58125,0.45625,0.41875,44.65,0.0063062946318105,1351.3357045898338
4528,64,SVM_RBF_Fixed,0.53125,0.06566904040633766,0.5058009366794196,0.5890625,0.55625,0.50625,0.44375,44.25,,
4528,64,Separable_Control,0.49375,-0.015255575054217286,0.4663524779314253,0.5125,0.50625,0.48125,0.49375,46.3,0.0017316957625997998,13257.582086992204
4528,64,ZZ_Linear,0.5875,0.1836939588148186,0.5502797666729555,0.5765625,0.65625,0.51875,0.34375,45.15,0.005896155538887,1572.6780955729907
4529,16,Custom_Domain,0.45,-0.1,0.33999999999999997,,0.55,0.35,0.45,12.0,0.1292437573775079,27.10834402751082
4529,16,Pauli_Z_YY,0.5,0.0,0.45499999999999996,,0.5,0.5,0.5,12.0,0.2554483760606837,8.996815139826609
4529,16,SVM_RBF_Fixed,0.5125,0.02886751345948129,0.42833333333333334,,0.6,0.425,0.4,12.0,,
4529,16,Separable_Control,0.525,0.06547005383792517,0.445,,0.65,0.4,0.35,12.0,0.05977605711636115,101.63808772697475
4529,16,ZZ_Linear,0.525,0.05773502691896258,0.47333333333333333,,0.525,0.525,0.475,12.0,0.2730193679309896,8.556921713045007
4529,32,Custom_Domain,0.55625,0.11923712487098767,0.5101948051948051,0.55625,0.575,0.5375,0.425,24.0,0.01580517148500995,588.060610739736
4529,32,Pauli_Z_YY,0.5125,0.030168390188387195,0.4978571428571429,0.50625,0.525,0.5,0.475,23.95,0.022045627330519048,194.25010120993832
4529,32,SVM_RBF_Fixed,0.5875,0.1843748048683948,0.5621031746031746,0.640625,0.625,0.55,0.375,23.75,,
4529,32,Separable_Control,0.53125,0.07358562608465877,0.48769841269841263,0.5375,0.5875,0.475,0.4125,23.8,0.0052710336135306495,2195.6435674125955
4529,32,ZZ_Linear,0.54375,0.08790994448735805,0.5254365079365079,0.58125,0.5625,0.525,0.4375,23.85,0.03064289057147025,202.12182779826412
4529,64,Custom_Domain,0.571875,0.14673759521743304,0.5577241794153559,0.5953125,0.575,0.56875,0.425,44.8,0.0026196752007054003,5572.275913351709
4529,64,Pauli_Z_YY,0.48125,-0.045481577641161196,0.47605792856953844,0.48515625,0.475,0.4875,0.525,46.6,0.0053489440970167,1430.371987459522
4529,64,SVM_RBF_Fixed,0.56875,0.14466692625240807,0.5115437560450349,0.5859375,0.6375,0.5,0.3625,45.7,,
4529,64,Separable_Control,0.515625,0.0311676080279669,0.5064918870259427,0.5671875,0.5,0.53125,0.5,43.6,0.00140633007359475,16323.15586061157
4529,64,ZZ_Linear,0.515625,0.032690543264736985,0.49035006187482966,0.496875,0.54375,0.4875,0.45625,45.75,0.0056497409377892,1540.8177686591343
4530,16,Custom_Domain,0.675,0.36547005383792514,0.6333333333333333,,0.7,0.65,0.3,12.0,0.17614446666529335,19.802090700929604
4530,16,Pauli_Z_YY,0.45,-0.11547005383792516,0.2533333333333333,,0.6,0.3,0.4,12.0,0.3822961418976491,5.494359612987198
4530,16,SVM_RBF_Fixed,0.6125,0.252072594216369,0.49833333333333335,,0.7,0.525,0.3,12.0,,
4530,16,Separable_Control,0.475,-0.05773502691896258,0.3833333333333333,,0.55,0.4,0.45,12.0,0.06426927086685685,97.22158164302608
4530,16,ZZ_Linear,0.4625,-0.07886751345948129,0.31333333333333335,,0.55,0.375,0.45,12.0,0.37248821756270495,6.1152879949108
4530,32,Custom_Domain,0.5,-0.00010696980642705966,0.3849350649350649,0.5,0.625,0.375,0.375,23.5,0.0678222892741122,94.19517491239228
4530,32,Pauli_Z_YY,0.35625,-0.3306126708765609,0.34844516594516595,0.303125,0.3125,0.4,0.6875,24.0,0.0711878928112882,51.396722028129176
4530,32,SVM_RBF_Fixed,0.4375,-0.1305072914089135,0.4022366522366522,0.4,0.4375,0.4375,0.5625,24.0,,
4530,32,Separable_Control,0.26875,-0.5016030708834162,0.24362193362193363,0.190625,0.2625,0.275,0.7375,24.0,0.0188462835899117,628.8213465028309
4530,32,ZZ_Linear,0.3375,-0.37321001779811636,0.2696248196248196,0.296875,0.375,0.3,0.625,24.0,0.08229711980847321,48.27795320417857
4530,64,Custom_Domain,0.55625,0.12163718793545701,0.5315795427482735,0.59765625,0.59375,0.51875,0.40625,45.35,0.00644808091385855,2143.2693289148665
4530,64,Pauli_Z_YY,0.496875,-0.007384150249486726,0.4600703390177074,0.51484375,0.53125,0.4625,0.46875,45.7,0.00416969091656385,1822.607691951192
4530,64,SVM_RBF_Fixed,0.565625,0.13266398678118782,0.5420525389643036,0.58359375,0.6,0.53125,0.4,45.55,,
4530,64,Separable_Control,0.45625,-0.0944003561399239,0.45827587917758195,0.446875,0.4375,0.475,0.5625,47.3,0.00118851156530665,19292.485852289094
4530,64,ZZ_Linear,0.53125,0.06530073592780783,0.49169200553488485,0.5734375,0.56875,0.49375,0.43125,45.75,0.00419099133114985,1958.2741295138057
4531,16,Custom_Domain,0.6375,0.302072594216369,0.71,,0.4,0.875,0.6,12.0,0.12939727212317703,32.42057191857928
4531,16,Pauli_Z_YY,0.6625,0.35207259421636905,0.705,,0.525,0.8,0.475,11.9,0.19500334809901398,14.703672890042675
4531,16,SVM_RBF_Fixed,0.675,0.3886751345948129,0.7183333333333334,,0.525,0.825,0.475,11.8,,
4531,16,Separable_Control,0.725,0.48867513459481293,0.7233333333333334,,0.65,0.8,0.35,11.95,0.09006396557351251,64.98069306480035
4531,16,ZZ_Linear,0.6375,0.30980762113533167,0.6916666666666667,,0.45,0.825,0.55,12.0,0.2125218511886324,15.530261356869362
4531,32,Custom_Domain,0.4125,-0.19330373870983625,0.3962806637806638,0.40625,0.4,0.425,0.6,23.9,0.02831571409511165,247.51015144980227
4531,32,Pauli_Z_YY,0.66875,0.3574794431988638,0.6676190476190476,0.69375,0.6625,0.675,0.3375,23.9,0.02890121990229655,150.02404242757376
4531,32,SVM_RBF_Fixed,0.6125,0.24963091909346585,0.6502272727272727,0.69375,0.4875,0.7375,0.5125,23.25,,
4531,32,Separable_Control,0.44375,-0.11372983346207417,0.43382034632034633,0.4375,0.4375,0.45,0.5625,23.9,0.0043228339317924,2802.4160089849847
4531,32,ZZ_Linear,0.7,0.4226171231962709,0.7009920634920634,0.746875,0.675,0.725,0.325,23.85,0.0246549472158836,182.3843230489291
4531,64,Custom_Domain,0.53125,0.07620229958805103,0.4716537521645881,0.5234375,0.6125,0.45,0.3875,46.4,0.00615874076718615,2047.4640454235391
4531,64,Pauli_Z_YY,0.60625,0.21852204104862238,0.6063445657369806,0.6296875,0.59375,0.61875,0.40625,44.85,0.00648203273913805,1177.9166263247594
4531,64,SVM_RBF_Fixed,0.54375,0.08753511477440154,0.5678114738718454,0.58359375,0.48125,0.60625,0.51875,45.35,,
4531,64,Separable_Control,0.446875,-0.11359502709130798,0.40951560651251057,0.4375,0.48125,0.4125,0.51875,47.1,0.00117083613624365,19637.455800451535
4531,64,ZZ_Linear,0.590625,0.19166877259543372,0.5737788729158698,0.6375,0.6,0.58125,0.4,45.15,0.0057091202815211,1518.686270417351
4532,16,Custom_Domain,0.675,0.3886751345948129,0.6333333333333333,,0.7,0.65,0.3,12.0,0.13539006553483368,28.881298465526854
4532,16,Pauli_Z_YY,0.6375,0.30980762113533167,0.5916666666666667,,0.65,0.625,0.35,12.0,0.1831863784913106,13.787337874495332
4532,16,SVM_RBF_Fixed,0.5875,0.20207259421636903,0.48,,0.7,0.475,0.3,12.0,,
4532,16,Separable_Control,0.65,0.31547005383792515,0.5616666666666668,,0.7,0.6,0.3,11.95,0.05314199855486545,120.38882843587066
4532,16,ZZ_Linear,0.5375,0.08660254037844388,0.42666666666666664,,0.65,0.425,0.35,12.0,0.1806544902445807,15.525236524459118
4532,32,Custom_Domain,0.59375,0.1898886236573166,0.5837409812409813,0.63125,0.575,0.6125,0.425,23.35,0.036232255625740103,194.29786685119163
4532,32,Pauli_Z_YY,0.6,0.2288724505007099,0.5744588744588744,0.66875,0.6,0.6,0.4,23.15,0.0470070841310274,91.71156132181613
4532,32,SVM_RBF_Fixed,0.64375,0.333553325554899,0.6181782106782107,0.7,0.65,0.6375,0.35,23.1,,
4532,32,Separable_Control,0.70625,0.4289508309599088,0.690050505050505,0.75,0.6875,0.725,0.3125,22.55,0.01397443989703855,848.851452758199
4532,32,ZZ_Linear,0.575,0.14435062205742302,0.5352092352092351,0.634375,0.5875,0.5625,0.4125,23.3,0.04283873431267945,109.66269564422515
4532,64,Custom_Domain,0.596875,0.21028465507977745,0.5592252544497127,0.6609375,0.6375,0.55625,0.3625,45.65,0.0072281132982677,1862.3456709833497
4532,64,Pauli_Z_YY,0.5875,0.17797171059334568,0.5730265241294653,0.6359375,0.6,0.575,0.4,46.15,0.01045258596393725,750.3059956608979
4532,64,SVM_RBF_Fixed,0.565625,0.15654277675190426,0.5109828733358145,0.5890625,0.63125,0.5,0.36875,45.7,,
4532,64,Separable_Control,0.678125,0.3736207420352824,0.6600742570982508,0.7109375,0.70625,0.65,0.29375,41.6,0.0019769109969335497,11626.55260479988
4532,64,ZZ_Linear,0.625,0.25745384180365816,0.6193457857931542,0.646875,0.61875,0.63125,0.38125,46.6,0.010307137208843301,822.765630120843
4533,16,Custom_Domain,0.4375,-0.13660254037844388,0.43166666666666664,,0.375,0.5,0.625,12.0,0.1532515535531078,25.715193585938245
4533,16,Pauli_Z_YY,0.4375,-0.13660254037844388,0.3783333333333333,,0.425,0.45,0.575,12.0,0.1727948447494843,15.376351677049913
4533,16,SVM_RBF_Fixed,0.475,-0.05,0.38,,0.5,0.45,0.5,12.0,,
4533,16,Separable_Control,0.4125,-0.18660254037844387,0.31166666666666665,,0.5,0.325,0.5,12.0,0.09257380303050355,62.49055777667739
4533,16,ZZ_Linear,0.5875,0.19433756729740645,0.5433333333333333,,0.65,0.525,0.35,12.0,0.2078025894877803,14.033346361408437
4533,32,Custom_Domain,0.50625,0.014210821216263953,0.515966810966811,0.503125,0.4375,0.575,0.5625,23.8,0.02135359382121555,401.3917036738438
4533,32,Pauli_Z_YY,0.51875,0.04085059916569618,0.5143903318903319,0.55,0.5,0.5375,0.5,23.35,0.02263674695399535,264.93274695359395
4533,32,SVM_RBF_Fixed,0.575,0.16983654685284139,0.5813780663780663,0.64375,0.525,0.625,0.475,23.5,,
4533,32,Separable_Control,0.50625,0.02406661383884855,0.45210317460317456,0.571875,0.5875,0.425,0.4125,23.5,0.00860218611398835,1883.0758651728497
4533,32,ZZ_Linear,0.525,0.044831609811612806,0.5387409812409812,0.53125,0.475,0.575,0.525,23.55,0.028584129348414,251.13160396900616
4533,64,Custom_Domain,0.571875,0.1473873865322238,0.5726330532212885,0.57734375,0.54375,0.6,0.45625,46.6,0.00626133358700495,2233.38699111377
4533,64,Pauli_Z_YY,0.60625,0.2185195725280081,0.611714069813915,0.68828125,0.575,0.6375,0.425,44.1,0.0050225258215492,1440.246590679369
4533,64,SVM_RBF_Fixed,0.615625,0.26414793316510715,0.5614854727316028,0.6125,0.7,0.53125,0.3,45.75,,
4533,64,Separable_Control,0.56875,0.14930669929240065,0.5749917713080656,0.60859375,0.55,0.5875,0.45,45.55,0.00078069432479265,30683.81534470152
4533,64,ZZ_Linear,0.609375,0.23545431297023506,0.5948212335480136,0.6421875,0.64375,0.575,0.35625,45.2,0.00556868668321555,1445.714410539958
4534,16,Custom_Domain,0.4875,-0.02886751345948129,0.3616666666666667,,0.6,0.375,0.4,12.0,0.14059136881534828,27.733320099686626
4534,16,Pauli_Z_YY,0.5625,0.13660254037844388,0.5166666666666667,,0.6,0.525,0.4,11.65,0.0912981097961306,26.481891610260043
4534,16,SVM_RBF_Fixed,0.65,0.33094010767585036,0.5883333333333333,,0.725,0.575,0.275,11.6,,
4534,16,Separable_Control,0.4875,-0.013397459621556123,0.45999999999999996,,0.475,0.5,0.525,11.95,0.045210705758514255,137.00435056316542
4534,16,ZZ_Linear,0.5125,0.013397459621556123,0.4533333333333333,,0.525,0.5,0.475,11.75,0.09785354410568614,28.500444809744018
4534,32,Custom_Domain,0.475,-0.05174674775585928,0.4155555555555555,0.5,0.55,0.4,0.45,23.7,0.04741838237449145,153.56185723036828
4534,32,Pauli_Z_YY,0.6375,0.29200286198093034,0.6080699855699856,0.70625,0.65,0.625,0.35,22.9,0.044698557742639,108.22590399367402
4534,32,SVM_RBF_Fixed,0.5875,0.18813534852144903,0.5438888888888889,0.65,0.625,0.55,0.375,23.05,,
4534,32,Separable_Control,0.475,-0.07347212889822344,0.4463600288600288,0.4875,0.475,0.475,0.525,23.65,0.012420240485078199,907.7246011873726
4534,32,ZZ_Linear,0.5375,0.08344794608725163,0.5032828282828283,0.546875,0.5375,0.5375,0.4625,23.35,0.0573369787735002,87.06270528136133
4534,64,Custom_Domain,0.521875,0.04402968567122285,0.4969108574603931,0.50625,0.55625,0.4875,0.44375,46.1,0.00616732310858105,2211.798906799069
4534,64,Pauli_Z_YY,0.515625,0.03364310910058582,0.5061854296374421,0.58125,0.51875,0.5125,0.48125,44.4,0.00502968938952385,1657.9861416367708
4534,64,SVM_RBF_Fixed,0.49375,-0.01886277104130108,0.4437981922618145,0.48359375,0.55625,0.43125,0.44375,46.0,,
4534,64,Separable_Control,0.50625,0.012287687046590423,0.48084033613445376,0.47421875,0.55,0.4625,0.45,45.85,0.0022721160264224,10067.52493937387
4534,64,ZZ_Linear,0.515625,0.029948734960718586,0.47284960137901316,0.5328125,0.5625,0.46875,0.4375,45.7,0.0051636501065386,1817.8829491208435
4535,16,Custom_Domain,0.525,0.05773502691896258,0.4383333333333333,,0.6,0.45,0.4,11.95,0.1216993296549071,32.1326764126846
4535,16,Pauli_Z_YY,0.6,0.22320508075688777,0.5349999999999999,,0.65,0.55,0.35,11.85,0.14503784474950437,16.520541220344597
4535,16,SVM_RBF_Fixed,0.6125,0.24433756729740647,0.5566666666666666,,0.675,0.55,0.325,12.0,,
4535,16,Separable_Control,0.3625,-0.302072594216369,0.325,,0.375,0.35,0.625,12.0,0.0649885618893527,88.9731003335805
