Model,Features,Best_C,Best_Gamma,Best_Class_Weight,Elapsed_Seconds,Accuracy_Mean,Accuracy_SD,Balanced_Accuracy_Mean,Balanced_Accuracy_SD,Precision_Mean,Precision_SD,Recall_Mean,Recall_SD,F1_Mean,F1_SD,MCC_Mean,MCC_SD,ROC_AUC_Mean,ROC_AUC_SD,Specificity_Mean,Specificity_SD,Unsafe_Acceptance_Mean,Unsafe_Acceptance_SD
Common-4,"ph, Hardness, Sulfate, Conductivity",1,scale,balanced,21.99996042251587,0.6641860645111357,0.018629201162665192,0.6380815816935003,0.017430085211405547,0.6012498434941335,0.03357601477048317,0.5035937189425561,0.038683691418517574,0.5468047769364847,0.024702683413049768,0.2872472488334754,0.03769426738660391,0.6906869285430334,0.0288949415624447,0.7725694444444445,0.03820571622997667,0.22743055555555552,0.03820571622997667
