Feature_Map,i,j,Sample_ID_i,Sample_ID_j,Optimisation_Level,Target_2Q_Gate,Valid_H2,P0000_Qiskit,P0000_Compiled,Equivalence_Error,Compiled_Total_Gates,Compiled_1Q_Gates,Compiled_2Q_Gates,Compiled_ZZPhase,Compiled_ZZMax,Compiled_TK2,Compiled_Depth,Compiled_2Q_Depth
Custom_Domain,3,6,WP_1896,WP_0376,2,ZZPhase,True,0.44725460114978094,0.44725460114977866,2.275957200481571e-15,20,15,5,5,0,0,10,5
Custom_Domain,3,7,WP_1896,WP_1377,2,ZZPhase,True,0.6740385801989212,0.6740385801989218,6.661338147750939e-16,21,16,5,5,0,0,11,5
Custom_Domain,3,8,WP_1896,WP_0829,2,ZZPhase,True,0.10251874086114514,0.10251874086114471,4.3021142204224816e-16,20,15,5,5,0,0,11,5
Custom_Domain,3,9,WP_1896,WP_0433,2,ZZPhase,True,0.5876661378235324,0.5876661378235327,3.3306690738754696e-16,20,15,5,5,0,0,11,5
Custom_Domain,3,10,WP_1896,WP_0579,2,ZZPhase,True,0.3294807002457435,0.3294807002457441,6.106226635438361e-16,22,17,5,5,0,0,12,5
Custom_Domain,3,11,WP_1896,WP_1409,2,ZZPhase,True,0.37462088539905575,0.3746208853990502,5.551115123125783e-15,19,14,5,5,0,0,9,5
Custom_Domain,3,12,WP_1896,WP_1720,2,ZZPhase,True,0.13316214803983514,0.13316214803983334,1.8041124150158794e-15,22,17,5,5,0,0,11,5
Custom_Domain,3,13,WP_1896,WP_0101,2,ZZPhase,True,0.12484766637496728,0.12484766637496672,5.551115123125783e-16,22,17,5,5,0,0,12,5
Custom_Domain,3,14,WP_1896,WP_1458,2,ZZPhase,True,0.19224196119140485,0.19224196119140394,9.159339953157541e-16,20,15,5,5,0,0,11,5
Custom_Domain,3,15,WP_1896,WP_1713,2,ZZPhase,True,0.19177520978916174,0.19177520978916074,9.992007221626409e-16,21,16,5,5,0,0,11,5
Custom_Domain,4,5,WP_1242,WP_0970,2,ZZPhase,True,0.6378632393380219,0.6378632393380258,3.885780586188048e-15,21,16,5,5,0,0,11,5
Custom_Domain,4,6,WP_1242,WP_0376,2,ZZPhase,True,0.6301448426641625,0.6301448426641617,7.771561172376096e-16,22,17,5,5,0,0,11,5
Custom_Domain,4,7,WP_1242,WP_1377,2,ZZPhase,True,0.3443561923878377,0.34435619238783627,1.4432899320127035e-15,21,16,5,5,0,0,10,5
Custom_Domain,4,8,WP_1242,WP_0829,2,ZZPhase,True,0.2810674890227359,0.28106748902273526,6.106226635438361e-16,20,15,5,5,0,0,10,5
Custom_Domain,4,9,WP_1242,WP_0433,2,ZZPhase,True,0.17132871641976793,0.17132871641976835,4.163336342344337e-16,22,17,5,5,0,0,12,5
Custom_Domain,4,10,WP_1242,WP_0579,2,ZZPhase,True,0.20713378532462104,0.2071337853246206,4.440892098500626e-16,20,15,5,5,0,0,11,5
Custom_Domain,4,11,WP_1242,WP_1409,2,ZZPhase,True,0.14005640989356588,0.1400564098935647,1.1934897514720433e-15,21,16,5,5,0,0,10,5
Custom_Domain,4,12,WP_1242,WP_1720,2,ZZPhase,True,0.138834710766929,0.13883471076692824,7.494005416219807e-16,20,15,5,5,0,0,10,5
Custom_Domain,4,13,WP_1242,WP_0101,2,ZZPhase,True,0.5653344937956013,0.5653344937956013,0.0,22,17,5,5,0,0,11,5
Custom_Domain,4,14,WP_1242,WP_1458,2,ZZPhase,True,0.19967207997064518,0.1996720799706457,5.273559366969494e-16,20,15,5,5,0,0,10,5
Custom_Domain,4,15,WP_1242,WP_1713,2,ZZPhase,True,0.5199677858938168,0.5199677858938142,2.55351295663786e-15,21,16,5,5,0,0,12,5
Custom_Domain,5,6,WP_0970,WP_0376,2,ZZPhase,True,0.4382718100711374,0.4382718100711357,1.7208456881689926e-15,20,15,5,5,0,0,9,5
Custom_Domain,5,7,WP_0970,WP_1377,2,ZZPhase,True,0.20666659715115365,0.20666659715115154,2.1094237467877974e-15,21,16,5,5,0,0,10,5
Custom_Domain,5,8,WP_0970,WP_0829,2,ZZPhase,True,0.2037723736171932,0.2037723736171912,1.9984014443252818e-15,18,13,5,5,0,0,8,5
Custom_Domain,5,9,WP_0970,WP_0433,2,ZZPhase,True,0.11327955248873736,0.1132795524887374,4.163336342344337e-17,20,15,5,5,0,0,10,5
Custom_Domain,5,10,WP_0970,WP_0579,2,ZZPhase,True,0.3711688339994438,0.3711688339994436,1.6653345369377348e-16,20,15,5,5,0,0,11,5
Custom_Domain,5,11,WP_0970,WP_1409,2,ZZPhase,True,0.19208036981545576,0.19208036981545373,2.0261570199409107e-15,21,16,5,5,0,0,10,5
Custom_Domain,5,12,WP_0970,WP_1720,2,ZZPhase,True,0.16158423416924228,0.16158423416924103,1.2490009027033011e-15,20,15,5,5,0,0,10,5
Custom_Domain,5,13,WP_0970,WP_0101,2,ZZPhase,True,0.4846283305973015,0.48462833059730115,3.3306690738754696e-16,20,15,5,5,0,0,9,5
Custom_Domain,5,14,WP_0970,WP_1458,2,ZZPhase,True,0.32898103191941414,0.32898103191941463,4.996003610813204e-16,20,15,5,5,0,0,10,5
Custom_Domain,5,15,WP_0970,WP_1713,2,ZZPhase,True,0.7963047513395223,0.7963047513395238,1.5543122344752192e-15,19,14,5,5,0,0,10,5
Custom_Domain,6,7,WP_0376,WP_1377,2,ZZPhase,True,0.33347574025809246,0.33347574025809207,3.885780586188048e-16,19,14,5,5,0,0,9,5
Custom_Domain,6,8,WP_0376,WP_0829,2,ZZPhase,True,0.11836584737270137,0.11836584737270156,1.942890293094024e-16,18,13,5,5,0,0,9,5
Custom_Domain,6,9,WP_0376,WP_0433,2,ZZPhase,True,0.151980879582451,0.15198087958245143,4.440892098500626e-16,20,15,5,5,0,0,11,5
Custom_Domain,6,10,WP_0376,WP_0579,2,ZZPhase,True,0.08679787556790201,0.0867978755679031,1.0824674490095276e-15,20,15,5,5,0,0,10,5
Custom_Domain,6,11,WP_0376,WP_1409,2,ZZPhase,True,0.14299242590592467,0.14299242590592182,2.858824288409778e-15,19,14,5,5,0,0,9,5
Custom_Domain,6,12,WP_0376,WP_1720,2,ZZPhase,True,0.08384775633911204,0.08384775633911089,1.1518563880486e-15,22,17,5,5,0,0,11,5
Custom_Domain,6,13,WP_0376,WP_0101,2,ZZPhase,True,0.4436278826571351,0.44362788265714015,5.051514762044462e-15,20,15,5,5,0,0,10,5
Custom_Domain,6,14,WP_0376,WP_1458,2,ZZPhase,True,0.08973362232681423,0.08973362232681469,4.579669976578771e-16,18,13,5,5,0,0,9,5
Custom_Domain,6,15,WP_0376,WP_1713,2,ZZPhase,True,0.30792403364137144,0.30792403364137144,0.0,19,14,5,5,0,0,9,5
Custom_Domain,7,8,WP_1377,WP_0829,2,ZZPhase,True,0.17357849889542368,0.1735784988954253,1.609823385706477e-15,17,12,5,5,0,0,8,5
Custom_Domain,7,9,WP_1377,WP_0433,2,ZZPhase,True,0.6728249432601474,0.6728249432601442,3.219646771412954e-15,19,14,5,5,0,0,10,5
Custom_Domain,7,10,WP_1377,WP_0579,2,ZZPhase,True,0.286953270250986,0.28695327025098544,5.551115123125783e-16,21,16,5,5,0,0,11,5
Custom_Domain,7,11,WP_1377,WP_1409,2,ZZPhase,True,0.18177362171135408,0.18177362171135095,3.1363800445660672e-15,18,13,5,5,0,0,8,5
Custom_Domain,7,12,WP_1377,WP_1720,2,ZZPhase,True,0.031249647906613526,0.03124964790661287,6.557254739192331e-16,21,16,5,5,0,0,10,5
Custom_Domain,7,13,WP_1377,WP_0101,2,ZZPhase,True,0.09961796121114824,0.09961796121114765,5.967448757360216e-16,21,16,5,5,0,0,11,5
Custom_Domain,7,14,WP_1377,WP_1458,2,ZZPhase,True,0.05163846787819635,0.05163846787819625,9.71445146547012e-17,17,12,5,5,0,0,8,5
Custom_Domain,7,15,WP_1377,WP_1713,2,ZZPhase,True,0.15332600834610752,0.15332600834610707,4.440892098500626e-16,20,15,5,5,0,0,10,5
Custom_Domain,8,9,WP_0829,WP_0433,2,ZZPhase,True,0.05883403095629078,0.05883403095629057,2.0816681711721685e-16,21,16,5,5,0,0,12,5
Custom_Domain,8,10,WP_0829,WP_0579,2,ZZPhase,True,0.03644871247386599,0.0364487124738664,4.0939474033052647e-16,21,16,5,5,0,0,11,5
Custom_Domain,8,11,WP_0829,WP_1409,2,ZZPhase,True,0.15309877047046414,0.15309877047046203,2.1094237467877974e-15,20,15,5,5,0,0,10,5
Custom_Domain,8,12,WP_0829,WP_1720,2,ZZPhase,True,0.17817493743301124,0.17817493743301002,1.2212453270876722e-15,21,16,5,5,0,0,10,5
Custom_Domain,8,13,WP_0829,WP_0101,2,ZZPhase,True,0.1355762786821209,0.13557627868212144,5.273559366969494e-16,21,16,5,5,0,0,11,5
Custom_Domain,8,14,WP_0829,WP_1458,2,ZZPhase,True,0.010675103362578953,0.010675103362578646,3.0704605524789486e-16,19,14,5,5,0,0,10,5
Custom_Domain,8,15,WP_0829,WP_1713,2,ZZPhase,True,0.40831192814352546,0.4083119281435248,6.661338147750939e-16,20,15,5,5,0,0,10,5
Custom_Domain,9,10,WP_0433,WP_0579,2,ZZPhase,True,0.311433309128962,0.3114333091289625,4.996003610813204e-16,19,14,5,5,0,0,10,5
Custom_Domain,9,11,WP_0433,WP_1409,2,ZZPhase,True,0.070328719626572,0.07032871962657108,9.159339953157541e-16,20,15,5,5,0,0,9,5
Custom_Domain,9,12,WP_0433,WP_1720,2,ZZPhase,True,0.0073946015894645,0.007394601589464467,3.382710778154774e-17,21,16,5,5,0,0,11,5
Custom_Domain,9,13,WP_0433,WP_0101,2,ZZPhase,True,0.0662086767335422,0.06620867673354297,7.771561172376096e-16,23,18,5,5,0,0,12,5
Custom_Domain,9,14,WP_0433,WP_1458,2,ZZPhase,True,0.05691174153885822,0.05691174153885875,5.342948306008566e-16,21,16,5,5,0,0,11,5
Custom_Domain,9,15,WP_0433,WP_1713,2,ZZPhase,True,0.08263468744904273,0.0826346874490432,4.718447854656915e-16,20,15,5,5,0,0,11,5
Custom_Domain,10,11,WP_0579,WP_1409,2,ZZPhase,True,0.06143366660921809,0.06143366660921974,1.6514567491299204e-15,21,16,5,5,0,0,11,5
Custom_Domain,10,12,WP_0579,WP_1720,2,ZZPhase,True,0.009797068105404658,0.009797068105405003,3.452099717193846e-16,20,15,5,5,0,0,11,5
Custom_Domain,10,13,WP_0579,WP_0101,2,ZZPhase,True,0.06085236820761153,0.06085236820761199,4.579669976578771e-16,22,17,5,5,0,0,12,5
Custom_Domain,10,14,WP_0579,WP_1458,2,ZZPhase,True,0.46210398558126614,0.46210398558126453,1.609823385706477e-15,22,17,5,5,0,0,11,5
Custom_Domain,10,15,WP_0579,WP_1713,2,ZZPhase,True,0.19117524443455652,0.1911752444345569,3.885780586188048e-16,21,16,5,5,0,0,11,5
Custom_Domain,11,12,WP_1409,WP_1720,2,ZZPhase,True,0.577544833881531,0.5775448338815261,4.884981308350689e-15,20,15,5,5,0,0,11,5
Custom_Domain,11,13,WP_1409,WP_0101,2,ZZPhase,True,0.030796190225415954,0.030796190225415975,2.0816681711721685e-17,20,15,5,5,0,0,10,5
Custom_Domain,11,14,WP_1409,WP_1458,2,ZZPhase,True,0.021204908626220192,0.021204908626219647,5.447031714567174e-16,20,15,5,5,0,0,9,5
Custom_Domain,11,15,WP_1409,WP_1713,2,ZZPhase,True,0.18193435015517515,0.1819343501551748,3.3306690738754696e-16,19,14,5,5,0,0,9,5
Custom_Domain,12,13,WP_1720,WP_0101,2,ZZPhase,True,0.032739873492717966,0.03273987349271793,3.469446951953614e-17,22,17,5,5,0,0,11,5
Custom_Domain,12,14,WP_1720,WP_1458,2,ZZPhase,True,0.00871474762446335,0.0087147476244632,1.491862189340054e-16,20,15,5,5,0,0,10,5
Custom_Domain,12,15,WP_1720,WP_1713,2,ZZPhase,True,0.22183537425170355,0.2218353742517016,1.942890293094024e-15,19,14,5,5,0,0,10,5
Custom_Domain,13,14,WP_0101,WP_1458,2,ZZPhase,True,0.10223517168892926,0.10223517168893004,7.771561172376096e-16,19,14,5,5,0,0,9,5
Custom_Domain,13,15,WP_0101,WP_1713,2,ZZPhase,True,0.48424789865172146,0.48424789865172224,7.771561172376096e-16,22,17,5,5,0,0,11,5
Custom_Domain,14,15,WP_1458,WP_1713,2,ZZPhase,True,0.22952452936530457,0.22952452936530485,2.7755575615628914e-16,21,16,5,5,0,0,10,5
