Seed,N,Best_C,Best_Gamma,Best_Class_Weight,CV_BA_Mean,CV_BA_SD,CV_MCC_Mean,CV_F1_Mean,CV_ROC_AUC_Mean,Elapsed_Seconds
4524,16,0.1,scale,None,0.575,0.16007810593582122,0.17320508075688773,0.46499999999999997,0.4875,7.514017343521118
4524,32,10.0,0.01,None,0.4875,0.13635890143294643,-0.010902675970171366,0.35944444444444446,0.446875,4.646164655685425
4524,64,1.0,scale,None,0.621875,0.09369790219103093,0.24991915024357403,0.5659333068891892,0.61015625,4.759922742843628
