Shots,Repetition,Random_Seed,Split_Number,Train_Lambda_Min,Negative_Eigenvalues,PSD_Raw,Prediction_Change_Rate,Exact_BA,Shot_BA,Delta_BA,Exact_MCC,Shot_MCC,Delta_MCC,Exact_F1,Shot_F1,Delta_F1,Exact_Specificity,Shot_Specificity,Delta_Specificity,Exact_Unsafe_Acceptance,Shot_Unsafe_Acceptance,Delta_Unsafe_Acceptance
1024,6,102410530,6,0.13021200965342855,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.4,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,7,102411530,6,0.15585275461996284,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.4,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,8,102412530,6,0.11643859054611604,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.4,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1024,9,102413530,6,0.12042300275824283,0,True,0.25,0.25,0.5,0.25,-0.5773502691896258,0.0,0.5773502691896258,0.4,0.6666666666666666,0.2666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
1024,10,102414530,6,0.11314564159215618,0,True,0.25,0.25,0.5,0.25,-0.5773502691896258,0.0,0.5773502691896258,0.4,0.6666666666666666,0.2666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
256,1,25605531,7,0.15613264030542343,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,2,25606531,7,0.1285524570802975,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,3,25607531,7,0.12989366339594138,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,4,25608531,7,0.13711619249522683,0,True,0.25,0.25,0.0,-0.25,-0.5773502691896258,-1.0,-0.42264973081037416,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,1.0,0.5
256,5,25609531,7,0.09630635870099845,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,6,25610531,7,0.11317252950665778,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,7,25611531,7,0.11853434659232619,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,8,25612531,7,0.13226978653914115,0,True,0.0,0.25,0.25,0.0,-0.5773502691896258,-0.5773502691896258,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
256,9,25613531,7,0.10804481568614938,0,True,0.25,0.25,0.0,-0.25,-0.5773502691896258,-1.0,-0.42264973081037416,0.0,0.0,0.0,0.5,0.0,-0.5,0.5,1.0,0.5
