map,map_tag,pair_index,i,j,source_index_i,source_index_j,circuit_name,exact_fidelity,shots
custom_water_domain_r1_robust,custom-r1,30,2,4,1953,3034,tq-pilot16-strict-v1-custom-r1-p0030,0.18439681420237541,4096
custom_water_domain_r1_robust,custom-r1,31,2,5,1953,1321,tq-pilot16-strict-v1-custom-r1-p0031,0.008551193805770489,4096
custom_water_domain_r1_robust,custom-r1,32,2,6,1953,802,tq-pilot16-strict-v1-custom-r1-p0032,0.0027545920064389775,4096
custom_water_domain_r1_robust,custom-r1,33,2,7,1953,3138,tq-pilot16-strict-v1-custom-r1-p0033,0.0502917911692355,4096
custom_water_domain_r1_robust,custom-r1,34,2,8,1953,1770,tq-pilot16-strict-v1-custom-r1-p0034,0.0076201497859696736,4096
custom_water_domain_r1_robust,custom-r1,35,2,9,1953,2251,tq-pilot16-strict-v1-custom-r1-p0035,4.550762526121415e-05,4096
custom_water_domain_r1_robust,custom-r1,36,2,10,1953,1579,tq-pilot16-strict-v1-custom-r1-p0036,0.06407790859371038,4096
custom_water_domain_r1_robust,custom-r1,37,2,11,1953,2717,tq-pilot16-strict-v1-custom-r1-p0037,0.0010984769087533071,4096
custom_water_domain_r1_robust,custom-r1,38,2,12,1953,2097,tq-pilot16-strict-v1-custom-r1-p0038,0.0004844854907105481,4096
custom_water_domain_r1_robust,custom-r1,39,2,13,1953,1152,tq-pilot16-strict-v1-custom-r1-p0039,0.2359431249787903,4096
custom_water_domain_r1_robust,custom-r1,40,2,14,1953,1775,tq-pilot16-strict-v1-custom-r1-p0040,0.8503117889401289,4096
custom_water_domain_r1_robust,custom-r1,41,2,15,1953,304,tq-pilot16-strict-v1-custom-r1-p0041,0.08313912420495742,4096
custom_water_domain_r1_robust,custom-r1,42,3,4,2787,3034,tq-pilot16-strict-v1-custom-r1-p0042,0.19316738769097425,4096
custom_water_domain_r1_robust,custom-r1,43,3,5,2787,1321,tq-pilot16-strict-v1-custom-r1-p0043,0.07072071193339025,4096
custom_water_domain_r1_robust,custom-r1,44,3,6,2787,802,tq-pilot16-strict-v1-custom-r1-p0044,0.009982656188016957,4096
custom_water_domain_r1_robust,custom-r1,45,3,7,2787,3138,tq-pilot16-strict-v1-custom-r1-p0045,0.06425489363793609,4096
custom_water_domain_r1_robust,custom-r1,46,3,8,2787,1770,tq-pilot16-strict-v1-custom-r1-p0046,0.4662109456204444,4096
custom_water_domain_r1_robust,custom-r1,47,3,9,2787,2251,tq-pilot16-strict-v1-custom-r1-p0047,0.4745170170122766,4096
custom_water_domain_r1_robust,custom-r1,48,3,10,2787,1579,tq-pilot16-strict-v1-custom-r1-p0048,0.4307551478387027,4096
custom_water_domain_r1_robust,custom-r1,49,3,11,2787,2717,tq-pilot16-strict-v1-custom-r1-p0049,0.16945955445723923,4096
custom_water_domain_r1_robust,custom-r1,50,3,12,2787,2097,tq-pilot16-strict-v1-custom-r1-p0050,0.024324965772051104,4096
custom_water_domain_r1_robust,custom-r1,51,3,13,2787,1152,tq-pilot16-strict-v1-custom-r1-p0051,0.3406393786878578,4096
custom_water_domain_r1_robust,custom-r1,52,3,14,2787,1775,tq-pilot16-strict-v1-custom-r1-p0052,0.046223605408619806,4096
custom_water_domain_r1_robust,custom-r1,53,3,15,2787,304,tq-pilot16-strict-v1-custom-r1-p0053,0.06602787383647543,4096
custom_water_domain_r1_robust,custom-r1,54,4,5,3034,1321,tq-pilot16-strict-v1-custom-r1-p0054,0.054187904720339124,4096
custom_water_domain_r1_robust,custom-r1,55,4,6,3034,802,tq-pilot16-strict-v1-custom-r1-p0055,0.033919560785205805,4096
custom_water_domain_r1_robust,custom-r1,56,4,7,3034,3138,tq-pilot16-strict-v1-custom-r1-p0056,0.499442452248708,4096
custom_water_domain_r1_robust,custom-r1,57,4,8,3034,1770,tq-pilot16-strict-v1-custom-r1-p0057,0.34699006201356253,4096
custom_water_domain_r1_robust,custom-r1,58,4,9,3034,2251,tq-pilot16-strict-v1-custom-r1-p0058,0.5185735762296206,4096
custom_water_domain_r1_robust,custom-r1,59,4,10,3034,1579,tq-pilot16-strict-v1-custom-r1-p0059,0.19024247806073377,4096
custom_water_domain_r1_robust,custom-r1,60,4,11,3034,2717,tq-pilot16-strict-v1-custom-r1-p0060,0.011129964660063201,4096
custom_water_domain_r1_robust,custom-r1,61,4,12,3034,2097,tq-pilot16-strict-v1-custom-r1-p0061,0.17942800763162828,4096
custom_water_domain_r1_robust,custom-r1,62,4,13,3034,1152,tq-pilot16-strict-v1-custom-r1-p0062,0.49220297473964475,4096
custom_water_domain_r1_robust,custom-r1,63,4,14,3034,1775,tq-pilot16-strict-v1-custom-r1-p0063,0.2150977738335776,4096
custom_water_domain_r1_robust,custom-r1,64,4,15,3034,304,tq-pilot16-strict-v1-custom-r1-p0064,0.17489144223515632,4096
custom_water_domain_r1_robust,custom-r1,65,5,6,1321,802,tq-pilot16-strict-v1-custom-r1-p0065,0.3377118994065857,4096
custom_water_domain_r1_robust,custom-r1,66,5,7,1321,3138,tq-pilot16-strict-v1-custom-r1-p0066,0.15901006809800466,4096
custom_water_domain_r1_robust,custom-r1,67,5,8,1321,1770,tq-pilot16-strict-v1-custom-r1-p0067,0.1449521974771563,4096
custom_water_domain_r1_robust,custom-r1,68,5,9,1321,2251,tq-pilot16-strict-v1-custom-r1-p0068,0.05723428291252235,4096
custom_water_domain_r1_robust,custom-r1,69,5,10,1321,1579,tq-pilot16-strict-v1-custom-r1-p0069,6.532250575392334e-05,4096
custom_water_domain_r1_robust,custom-r1,70,5,11,1321,2717,tq-pilot16-strict-v1-custom-r1-p0070,0.00019198749375653204,4096
custom_water_domain_r1_robust,custom-r1,71,5,12,1321,2097,tq-pilot16-strict-v1-custom-r1-p0071,0.24582657177875636,4096
custom_water_domain_r1_robust,custom-r1,72,5,13,1321,1152,tq-pilot16-strict-v1-custom-r1-p0072,0.19089042449055635,4096
custom_water_domain_r1_robust,custom-r1,73,5,14,1321,1775,tq-pilot16-strict-v1-custom-r1-p0073,0.05861688020793327,4096
custom_water_domain_r1_robust,custom-r1,74,5,15,1321,304,tq-pilot16-strict-v1-custom-r1-p0074,0.013874407877715135,4096
custom_water_domain_r1_robust,custom-r1,75,6,7,802,3138,tq-pilot16-strict-v1-custom-r1-p0075,0.14661440247474802,4096
custom_water_domain_r1_robust,custom-r1,76,6,8,802,1770,tq-pilot16-strict-v1-custom-r1-p0076,0.04594440952069351,4096
custom_water_domain_r1_robust,custom-r1,77,6,9,802,2251,tq-pilot16-strict-v1-custom-r1-p0077,0.0157291512731995,4096
custom_water_domain_r1_robust,custom-r1,78,6,10,802,1579,tq-pilot16-strict-v1-custom-r1-p0078,4.150927933466181e-05,4096
custom_water_domain_r1_robust,custom-r1,79,6,11,802,2717,tq-pilot16-strict-v1-custom-r1-p0079,0.000299515242821506,4096
custom_water_domain_r1_robust,custom-r1,80,6,12,802,2097,tq-pilot16-strict-v1-custom-r1-p0080,0.22791304202987603,4096
custom_water_domain_r1_robust,custom-r1,81,6,13,802,1152,tq-pilot16-strict-v1-custom-r1-p0081,0.06645222465200777,4096
custom_water_domain_r1_robust,custom-r1,82,6,14,802,1775,tq-pilot16-strict-v1-custom-r1-p0082,0.012878935338430748,4096
custom_water_domain_r1_robust,custom-r1,83,6,15,802,304,tq-pilot16-strict-v1-custom-r1-p0083,0.0026680388831709493,4096
custom_water_domain_r1_robust,custom-r1,84,7,8,3138,1770,tq-pilot16-strict-v1-custom-r1-p0084,0.38736534581866217,4096
custom_water_domain_r1_robust,custom-r1,85,7,9,3138,2251,tq-pilot16-strict-v1-custom-r1-p0085,0.27174195488204694,4096
custom_water_domain_r1_robust,custom-r1,86,7,10,3138,1579,tq-pilot16-strict-v1-custom-r1-p0086,0.0737907350942781,4096
custom_water_domain_r1_robust,custom-r1,87,7,11,3138,2717,tq-pilot16-strict-v1-custom-r1-p0087,0.04877088842787388,4096
custom_water_domain_r1_robust,custom-r1,88,7,12,3138,2097,tq-pilot16-strict-v1-custom-r1-p0088,0.5641961331096559,4096
custom_water_domain_r1_robust,custom-r1,89,7,13,3138,1152,tq-pilot16-strict-v1-custom-r1-p0089,0.5244776287858838,4096
custom_water_domain_r1_robust,custom-r1,90,7,14,3138,1775,tq-pilot16-strict-v1-custom-r1-p0090,0.07035227091865934,4096
custom_water_domain_r1_robust,custom-r1,91,7,15,3138,304,tq-pilot16-strict-v1-custom-r1-p0091,0.2097491758834029,4096
custom_water_domain_r1_robust,custom-r1,92,8,9,1770,2251,tq-pilot16-strict-v1-custom-r1-p0092,0.4644111381933931,4096
custom_water_domain_r1_robust,custom-r1,93,8,10,1770,1579,tq-pilot16-strict-v1-custom-r1-p0093,0.38296068193885635,4096
custom_water_domain_r1_robust,custom-r1,94,8,11,1770,2717,tq-pilot16-strict-v1-custom-r1-p0094,0.3170084688517776,4096
custom_water_domain_r1_robust,custom-r1,95,8,12,1770,2097,tq-pilot16-strict-v1-custom-r1-p0095,0.23120860748835664,4096
custom_water_domain_r1_robust,custom-r1,96,8,13,1770,1152,tq-pilot16-strict-v1-custom-r1-p0096,0.4422554592143276,4096
custom_water_domain_r1_robust,custom-r1,97,8,14,1770,1775,tq-pilot16-strict-v1-custom-r1-p0097,0.04042550882635644,4096
custom_water_domain_r1_robust,custom-r1,98,8,15,1770,304,tq-pilot16-strict-v1-custom-r1-p0098,0.08948112365476679,4096
custom_water_domain_r1_robust,custom-r1,99,9,10,2251,1579,tq-pilot16-strict-v1-custom-r1-p0099,0.18541140867922334,4096
custom_water_domain_r1_robust,custom-r1,100,9,11,2251,2717,tq-pilot16-strict-v1-custom-r1-p0100,0.021776350977336902,4096
custom_water_domain_r1_robust,custom-r1,101,9,12,2251,2097,tq-pilot16-strict-v1-custom-r1-p0101,0.21493731757300555,4096
custom_water_domain_r1_robust,custom-r1,102,9,13,2251,1152,tq-pilot16-strict-v1-custom-r1-p0102,0.33303252377935466,4096
custom_water_domain_r1_robust,custom-r1,103,9,14,2251,1775,tq-pilot16-strict-v1-custom-r1-p0103,0.032128337265960115,4096
custom_water_domain_r1_robust,custom-r1,104,9,15,2251,304,tq-pilot16-strict-v1-custom-r1-p0104,0.17203106563700554,4096
custom_water_domain_r1_robust,custom-r1,105,10,11,1579,2717,tq-pilot16-strict-v1-custom-r1-p0105,0.14272577605448752,4096
custom_water_domain_r1_robust,custom-r1,106,10,12,1579,2097,tq-pilot16-strict-v1-custom-r1-p0106,0.011209716870432462,4096
custom_water_domain_r1_robust,custom-r1,107,10,13,1579,1152,tq-pilot16-strict-v1-custom-r1-p0107,0.21806842477580002,4096
custom_water_domain_r1_robust,custom-r1,108,10,14,1579,1775,tq-pilot16-strict-v1-custom-r1-p0108,0.046620868981271914,4096
custom_water_domain_r1_robust,custom-r1,109,10,15,1579,304,tq-pilot16-strict-v1-custom-r1-p0109,0.02214847412543174,4096
custom_water_domain_r1_robust,custom-r1,110,11,12,2717,2097,tq-pilot16-strict-v1-custom-r1-p0110,0.0339535658439567,4096
custom_water_domain_r1_robust,custom-r1,111,11,13,2717,1152,tq-pilot16-strict-v1-custom-r1-p0111,0.11083317231951838,4096
custom_water_domain_r1_robust,custom-r1,112,11,14,2717,1775,tq-pilot16-strict-v1-custom-r1-p0112,0.003371804324350999,4096
custom_water_domain_r1_robust,custom-r1,113,11,15,2717,304,tq-pilot16-strict-v1-custom-r1-p0113,0.012587690847402895,4096
custom_water_domain_r1_robust,custom-r1,114,12,13,2097,1152,tq-pilot16-strict-v1-custom-r1-p0114,0.25570796132979184,4096
custom_water_domain_r1_robust,custom-r1,115,12,14,2097,1775,tq-pilot16-strict-v1-custom-r1-p0115,0.006268116949774098,4096
custom_water_domain_r1_robust,custom-r1,116,12,15,2097,304,tq-pilot16-strict-v1-custom-r1-p0116,0.1665161616969857,4096
custom_water_domain_r1_robust,custom-r1,117,13,14,1152,1775,tq-pilot16-strict-v1-custom-r1-p0117,0.31464922092468983,4096
custom_water_domain_r1_robust,custom-r1,118,13,15,1152,304,tq-pilot16-strict-v1-custom-r1-p0118,0.4587119669061498,4096
custom_water_domain_r1_robust,custom-r1,119,14,15,1775,304,tq-pilot16-strict-v1-custom-r1-p0119,0.05790328091587193,4096
zz_ring_r2_robust,zz-ring-r2,0,0,1,206,1029,tq-pilot16-strict-v1-zz-ring-r2-p0000,0.11006808949745563,4096
zz_ring_r2_robust,zz-ring-r2,1,0,2,206,1953,tq-pilot16-strict-v1-zz-ring-r2-p0001,0.035887780371801035,4096
zz_ring_r2_robust,zz-ring-r2,2,0,3,206,2787,tq-pilot16-strict-v1-zz-ring-r2-p0002,0.01937441024514245,4096
zz_ring_r2_robust,zz-ring-r2,3,0,4,206,3034,tq-pilot16-strict-v1-zz-ring-r2-p0003,0.021439126865465098,4096
zz_ring_r2_robust,zz-ring-r2,4,0,5,206,1321,tq-pilot16-strict-v1-zz-ring-r2-p0004,0.04884064132476607,4096
zz_ring_r2_robust,zz-ring-r2,5,0,6,206,802,tq-pilot16-strict-v1-zz-ring-r2-p0005,0.0010180541514610716,4096
zz_ring_r2_robust,zz-ring-r2,6,0,7,206,3138,tq-pilot16-strict-v1-zz-ring-r2-p0006,0.14427315975265811,4096
zz_ring_r2_robust,zz-ring-r2,7,0,8,206,1770,tq-pilot16-strict-v1-zz-ring-r2-p0007,0.03639049292644349,4096
zz_ring_r2_robust,zz-ring-r2,8,0,9,206,2251,tq-pilot16-strict-v1-zz-ring-r2-p0008,0.004527268882399856,4096
zz_ring_r2_robust,zz-ring-r2,9,0,10,206,1579,tq-pilot16-strict-v1-zz-ring-r2-p0009,0.018075184519902022,4096
zz_ring_r2_robust,zz-ring-r2,10,0,11,206,2717,tq-pilot16-strict-v1-zz-ring-r2-p0010,0.0018800842123907898,4096
zz_ring_r2_robust,zz-ring-r2,11,0,12,206,2097,tq-pilot16-strict-v1-zz-ring-r2-p0011,0.11206917595601107,4096
zz_ring_r2_robust,zz-ring-r2,12,0,13,206,1152,tq-pilot16-strict-v1-zz-ring-r2-p0012,0.10807935462861824,4096
zz_ring_r2_robust,zz-ring-r2,13,0,14,206,1775,tq-pilot16-strict-v1-zz-ring-r2-p0013,0.03286954907924898,4096
zz_ring_r2_robust,zz-ring-r2,14,0,15,206,304,tq-pilot16-strict-v1-zz-ring-r2-p0014,0.2261956067571718,4096
zz_ring_r2_robust,zz-ring-r2,15,1,2,1029,1953,tq-pilot16-strict-v1-zz-ring-r2-p0015,0.028782520818070777,4096
zz_ring_r2_robust,zz-ring-r2,16,1,3,1029,2787,tq-pilot16-strict-v1-zz-ring-r2-p0016,0.11157471239667217,4096
zz_ring_r2_robust,zz-ring-r2,17,1,4,1029,3034,tq-pilot16-strict-v1-zz-ring-r2-p0017,0.13777753574166057,4096
zz_ring_r2_robust,zz-ring-r2,18,1,5,1029,1321,tq-pilot16-strict-v1-zz-ring-r2-p0018,0.13142940453665014,4096
zz_ring_r2_robust,zz-ring-r2,19,1,6,1029,802,tq-pilot16-strict-v1-zz-ring-r2-p0019,0.007810900712835513,4096
zz_ring_r2_robust,zz-ring-r2,20,1,7,1029,3138,tq-pilot16-strict-v1-zz-ring-r2-p0020,0.05805530574525504,4096
zz_ring_r2_robust,zz-ring-r2,21,1,8,1029,1770,tq-pilot16-strict-v1-zz-ring-r2-p0021,0.40419996284582893,4096
zz_ring_r2_robust,zz-ring-r2,22,1,9,1029,2251,tq-pilot16-strict-v1-zz-ring-r2-p0022,0.20230817548994548,4096
zz_ring_r2_robust,zz-ring-r2,23,1,10,1029,1579,tq-pilot16-strict-v1-zz-ring-r2-p0023,0.1173053850103278,4096
zz_ring_r2_robust,zz-ring-r2,24,1,11,1029,2717,tq-pilot16-strict-v1-zz-ring-r2-p0024,0.11019042182805117,4096
zz_ring_r2_robust,zz-ring-r2,25,1,12,1029,2097,tq-pilot16-strict-v1-zz-ring-r2-p0025,0.047667585982442966,4096
zz_ring_r2_robust,zz-ring-r2,26,1,13,1029,1152,tq-pilot16-strict-v1-zz-ring-r2-p0026,0.1311519753124655,4096
zz_ring_r2_robust,zz-ring-r2,27,1,14,1029,1775,tq-pilot16-strict-v1-zz-ring-r2-p0027,0.007977019441355327,4096
zz_ring_r2_robust,zz-ring-r2,28,1,15,1029,304,tq-pilot16-strict-v1-zz-ring-r2-p0028,0.011596535702339003,4096
zz_ring_r2_robust,zz-ring-r2,29,2,3,1953,2787,tq-pilot16-strict-v1-zz-ring-r2-p0029,0.034888806855441185,4096
zz_ring_r2_robust,zz-ring-r2,30,2,4,1953,3034,tq-pilot16-strict-v1-zz-ring-r2-p0030,0.08886197918931835,4096
zz_ring_r2_robust,zz-ring-r2,31,2,5,1953,1321,tq-pilot16-strict-v1-zz-ring-r2-p0031,0.028131570249396068,4096
zz_ring_r2_robust,zz-ring-r2,32,2,6,1953,802,tq-pilot16-strict-v1-zz-ring-r2-p0032,0.005093474250062163,4096
zz_ring_r2_robust,zz-ring-r2,33,2,7,1953,3138,tq-pilot16-strict-v1-zz-ring-r2-p0033,0.009168430696765128,4096
zz_ring_r2_robust,zz-ring-r2,34,2,8,1953,1770,tq-pilot16-strict-v1-zz-ring-r2-p0034,0.015302911060869126,4096
zz_ring_r2_robust,zz-ring-r2,35,2,9,1953,2251,tq-pilot16-strict-v1-zz-ring-r2-p0035,0.11709191352932113,4096
zz_ring_r2_robust,zz-ring-r2,36,2,10,1953,1579,tq-pilot16-strict-v1-zz-ring-r2-p0036,0.01566848815119137,4096
zz_ring_r2_robust,zz-ring-r2,37,2,11,1953,2717,tq-pilot16-strict-v1-zz-ring-r2-p0037,0.031202052223303724,4096
zz_ring_r2_robust,zz-ring-r2,38,2,12,1953,2097,tq-pilot16-strict-v1-zz-ring-r2-p0038,0.004695743917987834,4096
zz_ring_r2_robust,zz-ring-r2,39,2,13,1953,1152,tq-pilot16-strict-v1-zz-ring-r2-p0039,0.015094678825706746,4096
zz_ring_r2_robust,zz-ring-r2,40,2,14,1953,1775,tq-pilot16-strict-v1-zz-ring-r2-p0040,0.5277785215007171,4096
zz_ring_r2_robust,zz-ring-r2,41,2,15,1953,304,tq-pilot16-strict-v1-zz-ring-r2-p0041,0.0502184555294219,4096
zz_ring_r2_robust,zz-ring-r2,42,3,4,2787,3034,tq-pilot16-strict-v1-zz-ring-r2-p0042,0.03479695732829254,4096
zz_ring_r2_robust,zz-ring-r2,43,3,5,2787,1321,tq-pilot16-strict-v1-zz-ring-r2-p0043,0.03923793506287264,4096
zz_ring_r2_robust,zz-ring-r2,44,3,6,2787,802,tq-pilot16-strict-v1-zz-ring-r2-p0044,0.09957378144988911,4096
zz_ring_r2_robust,zz-ring-r2,45,3,7,2787,3138,tq-pilot16-strict-v1-zz-ring-r2-p0045,0.08565244984989917,4096
zz_ring_r2_robust,zz-ring-r2,46,3,8,2787,1770,tq-pilot16-strict-v1-zz-ring-r2-p0046,0.07580240541614695,4096
zz_ring_r2_robust,zz-ring-r2,47,3,9,2787,2251,tq-pilot16-strict-v1-zz-ring-r2-p0047,0.07159898742435439,4096
zz_ring_r2_robust,zz-ring-r2,48,3,10,2787,1579,tq-pilot16-strict-v1-zz-ring-r2-p0048,0.03563705571736656,4096
zz_ring_r2_robust,zz-ring-r2,49,3,11,2787,2717,tq-pilot16-strict-v1-zz-ring-r2-p0049,0.021962744757256198,4096
zz_ring_r2_robust,zz-ring-r2,50,3,12,2787,2097,tq-pilot16-strict-v1-zz-ring-r2-p0050,0.017994658800237033,4096
zz_ring_r2_robust,zz-ring-r2,51,3,13,2787,1152,tq-pilot16-strict-v1-zz-ring-r2-p0051,0.12781229094120067,4096
zz_ring_r2_robust,zz-ring-r2,52,3,14,2787,1775,tq-pilot16-strict-v1-zz-ring-r2-p0052,0.0362880223215569,4096
zz_ring_r2_robust,zz-ring-r2,53,3,15,2787,304,tq-pilot16-strict-v1-zz-ring-r2-p0053,0.032491906367965256,4096
zz_ring_r2_robust,zz-ring-r2,54,4,5,3034,1321,tq-pilot16-strict-v1-zz-ring-r2-p0054,0.08911081152422722,4096
zz_ring_r2_robust,zz-ring-r2,55,4,6,3034,802,tq-pilot16-strict-v1-zz-ring-r2-p0055,0.02010704017858938,4096
zz_ring_r2_robust,zz-ring-r2,56,4,7,3034,3138,tq-pilot16-strict-v1-zz-ring-r2-p0056,0.029201747067051743,4096
zz_ring_r2_robust,zz-ring-r2,57,4,8,3034,1770,tq-pilot16-strict-v1-zz-ring-r2-p0057,0.0019742397596377225,4096
zz_ring_r2_robust,zz-ring-r2,58,4,9,3034,2251,tq-pilot16-strict-v1-zz-ring-r2-p0058,0.0683724806840799,4096
zz_ring_r2_robust,zz-ring-r2,59,4,10,3034,1579,tq-pilot16-strict-v1-zz-ring-r2-p0059,0.033507005755248745,4096
zz_ring_r2_robust,zz-ring-r2,60,4,11,3034,2717,tq-pilot16-strict-v1-zz-ring-r2-p0060,0.1261874355347359,4096
zz_ring_r2_robust,zz-ring-r2,61,4,12,3034,2097,tq-pilot16-strict-v1-zz-ring-r2-p0061,0.030850597749276926,4096
zz_ring_r2_robust,zz-ring-r2,62,4,13,3034,1152,tq-pilot16-strict-v1-zz-ring-r2-p0062,0.09806129432064636,4096
zz_ring_r2_robust,zz-ring-r2,63,4,14,3034,1775,tq-pilot16-strict-v1-zz-ring-r2-p0063,0.020076459831982685,4096
zz_ring_r2_robust,zz-ring-r2,64,4,15,3034,304,tq-pilot16-strict-v1-zz-ring-r2-p0064,0.0007604729104681963,4096
zz_ring_r2_robust,zz-ring-r2,65,5,6,1321,802,tq-pilot16-strict-v1-zz-ring-r2-p0065,0.07681524487868072,4096
zz_ring_r2_robust,zz-ring-r2,66,5,7,1321,3138,tq-pilot16-strict-v1-zz-ring-r2-p0066,0.03727764632936526,4096
zz_ring_r2_robust,zz-ring-r2,67,5,8,1321,1770,tq-pilot16-strict-v1-zz-ring-r2-p0067,0.19946165807239372,4096
zz_ring_r2_robust,zz-ring-r2,68,5,9,1321,2251,tq-pilot16-strict-v1-zz-ring-r2-p0068,0.16572937945126948,4096
zz_ring_r2_robust,zz-ring-r2,69,5,10,1321,1579,tq-pilot16-strict-v1-zz-ring-r2-p0069,0.008932751366839322,4096
zz_ring_r2_robust,zz-ring-r2,70,5,11,1321,2717,tq-pilot16-strict-v1-zz-ring-r2-p0070,0.0003810267987952862,4096
zz_ring_r2_robust,zz-ring-r2,71,5,12,1321,2097,tq-pilot16-strict-v1-zz-ring-r2-p0071,0.05678357304363376,4096
zz_ring_r2_robust,zz-ring-r2,72,5,13,1321,1152,tq-pilot16-strict-v1-zz-ring-r2-p0072,0.0600448676693455,4096
zz_ring_r2_robust,zz-ring-r2,73,5,14,1321,1775,tq-pilot16-strict-v1-zz-ring-r2-p0073,0.026795393916574397,4096
zz_ring_r2_robust,zz-ring-r2,74,5,15,1321,304,tq-pilot16-strict-v1-zz-ring-r2-p0074,0.01482065069416331,4096
zz_ring_r2_robust,zz-ring-r2,75,6,7,802,3138,tq-pilot16-strict-v1-zz-ring-r2-p0075,0.11312131275450835,4096
zz_ring_r2_robust,zz-ring-r2,76,6,8,802,1770,tq-pilot16-strict-v1-zz-ring-r2-p0076,0.04678216229476829,4096
zz_ring_r2_robust,zz-ring-r2,77,6,9,802,2251,tq-pilot16-strict-v1-zz-ring-r2-p0077,0.011617581308892214,4096
zz_ring_r2_robust,zz-ring-r2,78,6,10,802,1579,tq-pilot16-strict-v1-zz-ring-r2-p0078,0.00368343186807261,4096
zz_ring_r2_robust,zz-ring-r2,79,6,11,802,2717,tq-pilot16-strict-v1-zz-ring-r2-p0079,0.007296904653375376,4096
