map,kernel_seconds,alignment,intra_mean,inter_mean,intra_minus_inter,effective_rank,min_eigenvalue,max_eigenvalue
pytket_linear_r2,0.07114153499969689,0.06790209531843473,0.22442917268684665,0.2233821730215989,0.0010469996652477387,18.785953516662715,0.0011678344112960547,17.930287623574216
pytket_linear_r1,0.04782390699983807,0.05560241657097459,0.5542557333346949,0.5516458924109198,0.002609840923775142,5.6557696231747645,1.7231923809861953e-05,37.36786741909053
pytket_ring_r1,0.05591565799932141,0.053058071816653785,0.5363511987980134,0.5345000752123117,0.0018511235857017194,5.976142126756138,1.7565563999969105e-05,36.306667483268185
