feature,importance,imputation_median
ph,0.12636636404845633,7.019456439785199
Sulfate,0.11941482082375456,333.0572150101551
Hardness,0.1155718030791699,197.1426366030082
Chloramines,0.11377973535183211,7.135496643869766
Solids,0.11251363773827915,21144.975257847105
Organic_carbon,0.10422144735097477,14.233951597560974
Trihalomethanes,0.10360228179104682,66.68838419391717
Conductivity,0.10240750064687627,419.6622002369666
Turbidity,0.10212240916961013,3.978919806946673
