model,C,gamma,fold,n_train,n_valid,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,tn,fp,fn,tp
svm_rbf,10.0,scale,0,50,14,0.5,0.5,0.5,0.42857142857142855,0.5714285714285714,0.46153846153846156,0.0,4,3,4,3
svm_rbf,10.0,scale,1,50,14,0.6428571428571429,0.6428571428571428,0.625,0.7142857142857143,0.5714285714285714,0.6666666666666666,0.28867513459481287,4,3,2,5
svm_rbf,10.0,scale,2,52,12,0.4166666666666667,0.41666666666666663,0.42857142857142855,0.5,0.3333333333333333,0.46153846153846156,-0.1690308509457033,2,4,3,3
svm_rbf,10.0,scale,3,52,12,0.75,0.75,0.6666666666666666,1.0,0.5,0.8,0.5773502691896257,3,3,0,6
svm_rbf,10.0,scale,4,52,12,0.5833333333333334,0.5833333333333333,0.6,0.5,0.6666666666666666,0.5454545454545454,0.1690308509457033,4,2,3,3
