map,result_kind,repeat,C,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,f1_mean,f1_std,mcc_mean,mcc_std,kernel_mae_vs_exact
custom_water_domain_r1_robust,local_binomial_preview,0,10.0,0.5738095238095238,0.23455704381391126,0.5738095238095238,0.2345570438139113,0.5047619047619047,0.31828266505620983,0.5761904761904761,0.36900921459160707,0.5714285714285714,0.2027307900705524,0.5355957767722473,0.3384604966336337,0.13125092403895128,0.502988586555079,0.0035378179314585626
custom_water_domain_r1_robust,local_binomial_preview,1,10.0,0.6142857142857143,0.1459486910121611,0.6142857142857143,0.14594869101216107,0.5837301587301587,0.17863975765028764,0.6380952380952382,0.2864078882608681,0.5904761904761905,0.1929893726586614,0.5964102564102565,0.23638188828073595,0.22854901719627202,0.3010465111001805,0.0036074109469171195
custom_water_domain_r1_robust,local_binomial_preview,2,10.0,0.5833333333333333,0.12821820969367867,0.5833333333333333,0.12821820969367864,0.5571428571428572,0.15020771710083336,0.5428571428571428,0.25610460589571155,0.6238095238095237,0.0865042958313569,0.5414652014652014,0.21608343934227542,0.16184107461437763,0.26832931942886057,0.003545805040252362
zz_ring_r2_robust,local_binomial_preview,0,0.1,0.530952380952381,0.13084411108603894,0.530952380952381,0.13084411108603888,0.4742857142857143,0.2923165742680985,0.5142857142857142,0.29043715584717916,0.5476190476190477,0.23328473740792172,0.48498168498168504,0.2739378213883306,0.04159923119635965,0.3108800472278071,0.002053837210461631
zz_ring_r2_robust,local_binomial_preview,1,0.1,0.5142857142857143,0.14070804111516558,0.5142857142857142,0.14070804111516552,0.46317460317460313,0.29215060812561783,0.5142857142857142,0.29043715584717916,0.5142857142857143,0.27898829208441955,0.47736263736263734,0.27145086490781056,0.0031092132503846015,0.3287197880566176,0.0021446740447941246
zz_ring_r2_robust,local_binomial_preview,2,0.1,0.530952380952381,0.1800730514398956,0.530952380952381,0.1800730514398956,0.480952380952381,0.3018273898151564,0.5428571428571428,0.30416608424135827,0.5190476190476191,0.21586718012653594,0.5054945054945055,0.2940458936320803,0.04482963045364711,0.39515299435755946,0.002174958905193625
pauli_z_zz_linear_r1_robust,local_binomial_preview,0,1.0,0.5023809523809524,0.1543951698749855,0.5023809523809524,0.15439516987498547,0.4595238095238095,0.1788886072024937,0.4095238095238095,0.29228554360807446,0.5952380952380951,0.12371791482634838,0.4205128205128205,0.2408346215235506,-0.0041076987423723345,0.3210769072594201,0.0032133631170386742
pauli_z_zz_linear_r1_robust,local_binomial_preview,1,1.0,0.5023809523809524,0.1543951698749855,0.5023809523809524,0.15439516987498547,0.4595238095238095,0.1788886072024937,0.4095238095238095,0.29228554360807446,0.5952380952380951,0.12371791482634838,0.4205128205128205,0.2408346215235506,-0.0041076987423723345,0.3210769072594201,0.003132652700009728
pauli_z_zz_linear_r1_robust,local_binomial_preview,2,1.0,0.5166666666666666,0.15739517981941345,0.5166666666666666,0.15739517981941342,0.4738095238095238,0.18565322561540884,0.4095238095238095,0.29228554360807446,0.6238095238095237,0.0865042958313569,0.4281318681318681,0.24584655073126524,0.024463729829056237,0.32781918809209765,0.003094035116987111
