map,result_kind,repeat,C,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,f1_mean,f1_std,mcc_mean,mcc_std
custom_water_domain_r1_robust,exact,,10.0,0.5833333333333334,0.17617438793986598,0.5833333333333334,0.17617438793986598,0.505952380952381,0.3088935891745029,0.5428571428571429,0.3261991656819649,0.6238095238095238,0.1461912517429405,0.5230769230769231,0.31604579433321583,0.14322487234866393,0.39384294227503225
zz_ring_r2_robust,exact,,0.1,0.5166666666666667,0.1560386893124852,0.5166666666666666,0.15603868931248516,0.4742857142857143,0.2923165742680985,0.5142857142857142,0.29043715584717916,0.5190476190476191,0.21586718012653594,0.48498168498168504,0.2739378213883306,0.018802295715713548,0.3533875597972414
pauli_z_zz_linear_r1_robust,exact,,1.0,0.5023809523809524,0.1543951698749855,0.5023809523809524,0.15439516987498547,0.4595238095238095,0.1788886072024937,0.4095238095238095,0.29228554360807446,0.5952380952380951,0.12371791482634838,0.4205128205128205,0.2408346215235506,-0.0041076987423723345,0.3210769072594201
