Shots,MAE,MAE_offdiag,Max_abs_error,Frobenius_rel,Correlation,Lambda_min,Is_PSD,SE_worstcase,SE_binomial_exp,Excess_over_binomial,Device,Noisy
256,0.019136195572680384,0.02060951448837855,0.07548934747486813,0.056556459801779535,0.9929468755247097,0.05492004067632267,True,0.03125,0.018456336082155102,0.002153178406223446,H2-Emulator,True
1024,0.00764915339126552,0.008092992146532054,0.03852600049140359,0.023894222581307828,0.9988427744252621,0.09020286475871465,True,0.015625,0.009228168041077551,-0.0011351758945454971,H2-Emulator,True
