fold,C,gamma,n_train,n_valid,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
0,10.0,auto,2096,524,0.6068702290076335,0.497907949790795,0.5804878048780487,0.536036036036036,0.6238244514106583,0.6021561281443535,0.20019135147237754,199,120,86,119
1,10.0,auto,2096,524,0.6564885496183206,0.5586854460093896,0.5804878048780487,0.569377990430622,0.7053291536050157,0.6429084792415323,0.2839816441058752,225,94,86,119
2,10.0,auto,2096,524,0.6240458015267175,0.5146443514644351,0.6029411764705882,0.5553047404063205,0.6375,0.620220588235294,0.23538432406886867,204,116,81,123
3,10.0,auto,2096,524,0.6679389312977099,0.5657894736842105,0.6323529411764706,0.5972222222222222,0.690625,0.6614889705882353,0.3176505821851485,221,99,75,129
4,10.0,auto,2096,524,0.6221374045801527,0.5138888888888888,0.5441176470588235,0.5285714285714286,0.671875,0.6079963235294117,0.21395715082865038,215,105,93,111
