Model,Balanced_Accuracy_mean,Balanced_Accuracy_std,Balanced_Accuracy_median,Balanced_Accuracy_q1,Balanced_Accuracy_q3,Accuracy_mean,Accuracy_std,Accuracy_median,Accuracy_q1,Accuracy_q3,Precision_mean,Precision_std,Precision_median,Precision_q1,Precision_q3,Recall_mean,Recall_std,Recall_median,Recall_q1,Recall_q3,F1_mean,F1_std,F1_median,F1_q1,F1_q3,MCC_mean,MCC_std,MCC_median,MCC_q1,MCC_q3,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_median,ROC_AUC_q1,ROC_AUC_q3,Specificity_mean,Specificity_std,Specificity_median,Specificity_q1,Specificity_q3,Unsafe_Acceptance_mean,Unsafe_Acceptance_std,Unsafe_Acceptance_median,Unsafe_Acceptance_q1,Unsafe_Acceptance_q3
QSVM_Custom,0.49523809523809526,0.14835896703808862,0.5178571428571428,0.38095238095238093,0.5892857142857143,0.4939102564102564,0.15261080438307875,0.5192307692307692,0.38461538461538464,0.5913461538461539,0.48144841269841265,0.19013435609574528,0.5,0.3333333333333333,0.6,0.4607142857142857,0.2178449878143567,0.4642857142857143,0.3333333333333333,0.5416666666666666,0.46266400266400265,0.19259036294910933,0.5,0.3333333333333333,0.5757575757575757,-0.010761573653703806,0.310289082146532,0.03571428571428571,-0.23809523809523808,0.19923194640076144,0.49067460317460315,0.14625855833288356,0.5119047619047619,0.39880952380952384,0.5714285714285714,0.5297619047619048,0.17374427999198125,0.5,0.40476190476190477,0.6666666666666666,0.47023809523809523,0.17374427999198128,0.5,0.33333333333333337,0.5952380952380952
SVM_RBF,0.6202380952380953,0.10647242204404633,0.6190476190476191,0.5833333333333333,0.6666666666666666,0.6217948717948718,0.10832744396228462,0.6153846153846154,0.5833333333333334,0.673076923076923,0.6329563492063491,0.13234265385380245,0.6125,0.5714285714285714,0.6785714285714286,0.6345238095238095,0.20989301601439606,0.6666666666666666,0.48214285714285715,0.8333333333333334,0.6127302925832337,0.13185488961661737,0.6153846153846154,0.5340909090909091,0.707983193277311,0.258272892213514,0.22315378417254045,0.23809523809523808,0.1690308509457033,0.36160463667126275,0.6305555555555555,0.11162386164574557,0.6408730158730158,0.6170634920634921,0.6964285714285714,0.6059523809523809,0.17333164641554297,0.6190476190476191,0.5,0.6785714285714286,0.3940476190476191,0.17333164641554297,0.380952380952381,0.32142857142857145,0.5
