map,kernel_mode,outer_fold,inner_fold,C,f1,balanced_accuracy,mcc
pauli_XZ_XXZZ_linear_r1_robust,raw,3,1,10.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,raw,3,2,0.1,0.0,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,raw,3,2,1.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_XZ_XXZZ_linear_r1_robust,raw,3,2,10.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,0,0.1,0.5882352941176471,0.6818181818181818,0.408248290463863
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,0,1.0,0.5217391304347826,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,0,10.0,0.5833333333333334,0.5454545454545454,0.09245003270420485
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,1,0.1,0.6451612903225806,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,1,1.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,1,10.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,2,0.1,0.0,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,2,1.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,3,2,10.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_XZ_XXZZ_linear_r1_robust,raw,4,0,0.1,0.42105263157894735,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,raw,4,0,1.0,0.5454545454545454,0.5454545454545454,0.09090909090909091
pauli_XZ_XXZZ_linear_r1_robust,raw,4,0,10.0,0.5833333333333334,0.5454545454545454,0.09245003270420485
pauli_XZ_XXZZ_linear_r1_robust,raw,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,raw,4,1,1.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,raw,4,1,10.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,raw,4,2,0.1,0.0,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,raw,4,2,1.0,0.4444444444444444,0.5318181818181817,0.06741998624632421
pauli_XZ_XXZZ_linear_r1_robust,raw,4,2,10.0,0.47058823529411764,0.5818181818181818,0.18090680674665818
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,0,0.1,0.4,0.45454545454545453,-0.09245003270420485
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,0,1.0,0.5833333333333334,0.5454545454545454,0.09245003270420485
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,0,10.0,0.5833333333333334,0.5454545454545454,0.09245003270420485
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,1,1.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,1,10.0,0.4,0.42727272727272725,-0.14545454545454545
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,2,0.1,0.0,0.5,0.0
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,2,1.0,0.4444444444444444,0.5318181818181817,0.06741998624632421
pauli_XZ_XXZZ_linear_r1_robust,centered_normalized,4,2,10.0,0.47058823529411764,0.5818181818181818,0.18090680674665818
pauli_Z_ZZ_linear_r2_robust,raw,0,0,0.1,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r2_robust,raw,0,0,1.0,0.47619047619047616,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,0,0,10.0,0.4444444444444444,0.5454545454545454,0.09759000729485331
pauli_Z_ZZ_linear_r2_robust,raw,0,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,0,1,1.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r2_robust,raw,0,1,10.0,0.6956521739130435,0.6727272727272727,0.35527985620321373
pauli_Z_ZZ_linear_r2_robust,raw,0,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,0,2,1.0,0.6666666666666666,0.6136363636363636,0.2337367475021143
pauli_Z_ZZ_linear_r2_robust,raw,0,2,10.0,0.6086956521739131,0.5681818181818181,0.13762047064079508
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,0,0.1,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,0,1.0,0.5,0.5454545454545454,0.09245003270420485
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,0,10.0,0.4444444444444444,0.5454545454545454,0.09759000729485331
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,1,1.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,1,10.0,0.6956521739130435,0.6727272727272727,0.35527985620321373
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,2,1.0,0.6666666666666666,0.6136363636363636,0.2337367475021143
pauli_Z_ZZ_linear_r2_robust,centered_normalized,0,2,10.0,0.6086956521739131,0.5681818181818181,0.13762047064079508
pauli_Z_ZZ_linear_r2_robust,raw,1,0,0.1,0.7272727272727273,0.7272727272727273,0.45454545454545453
pauli_Z_ZZ_linear_r2_robust,raw,1,0,1.0,0.7272727272727273,0.7272727272727273,0.45454545454545453
pauli_Z_ZZ_linear_r2_robust,raw,1,0,10.0,0.6956521739130435,0.6818181818181819,0.3651483716701107
pauli_Z_ZZ_linear_r2_robust,raw,1,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,1,1,1.0,0.5,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r2_robust,raw,1,1,10.0,0.5454545454545454,0.5272727272727272,0.05504818825631803
pauli_Z_ZZ_linear_r2_robust,raw,1,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,1,2,1.0,0.5,0.5272727272727272,0.05504818825631803
pauli_Z_ZZ_linear_r2_robust,raw,1,2,10.0,0.5263157894736842,0.5772727272727273,0.1589409883014377
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,0,0.1,0.7272727272727273,0.7272727272727273,0.45454545454545453
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,0,1.0,0.7272727272727273,0.7272727272727273,0.45454545454545453
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,0,10.0,0.6956521739130435,0.6818181818181819,0.3651483716701107
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,1,1.0,0.5,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,1,10.0,0.5454545454545454,0.5272727272727272,0.05504818825631803
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,2,1.0,0.5,0.5272727272727272,0.05504818825631803
pauli_Z_ZZ_linear_r2_robust,centered_normalized,1,2,10.0,0.5263157894736842,0.5772727272727273,0.1589409883014377
pauli_Z_ZZ_linear_r2_robust,raw,2,0,0.1,0.7142857142857143,0.6363636363636364,0.32539568672798425
pauli_Z_ZZ_linear_r2_robust,raw,2,0,1.0,0.6666666666666666,0.6363636363636364,0.2773500981126146
pauli_Z_ZZ_linear_r2_robust,raw,2,0,10.0,0.6666666666666666,0.6363636363636364,0.2773500981126146
pauli_Z_ZZ_linear_r2_robust,raw,2,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,2,1,1.0,0.25,0.4181818181818182,-0.18090680674665818
pauli_Z_ZZ_linear_r2_robust,raw,2,1,10.0,0.4444444444444444,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r2_robust,raw,2,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,2,2,1.0,0.5454545454545454,0.5227272727272727,0.045454545454545456
pauli_Z_ZZ_linear_r2_robust,raw,2,2,10.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,0,0.1,0.7586206896551724,0.6818181818181819,0.4714045207910317
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,0,1.0,0.6666666666666666,0.6363636363636364,0.2773500981126146
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,0,10.0,0.6666666666666666,0.6363636363636364,0.2773500981126146
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,1,1.0,0.25,0.4181818181818182,-0.18090680674665818
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,1,10.0,0.4444444444444444,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,2,1.0,0.5217391304347826,0.4727272727272727,-0.05504818825631803
pauli_Z_ZZ_linear_r2_robust,centered_normalized,2,2,10.0,0.5833333333333334,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r2_robust,raw,3,0,0.1,0.5384615384615384,0.45454545454545453,-0.09759000729485331
pauli_Z_ZZ_linear_r2_robust,raw,3,0,1.0,0.6086956521739131,0.5909090909090908,0.18257418583505536
pauli_Z_ZZ_linear_r2_robust,raw,3,0,10.0,0.6363636363636364,0.6363636363636364,0.2727272727272727
pauli_Z_ZZ_linear_r2_robust,raw,3,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,3,1,1.0,0.47619047619047616,0.4772727272727273,-0.045454545454545456
pauli_Z_ZZ_linear_r2_robust,raw,3,1,10.0,0.5714285714285714,0.5727272727272728,0.14545454545454545
pauli_Z_ZZ_linear_r2_robust,raw,3,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,3,2,1.0,0.7,0.7181818181818183,0.4403855060505442
pauli_Z_ZZ_linear_r2_robust,raw,3,2,10.0,0.7368421052631579,0.7681818181818182,0.5516187241049897
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,0,0.1,0.5714285714285714,0.4545454545454546,-0.10846522890932808
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,0,1.0,0.6086956521739131,0.5909090909090908,0.18257418583505536
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,0,10.0,0.6363636363636364,0.6363636363636364,0.2727272727272727
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,1,1.0,0.47619047619047616,0.4772727272727273,-0.045454545454545456
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,1,10.0,0.5714285714285714,0.5727272727272728,0.14545454545454545
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,2,1.0,0.7,0.7181818181818183,0.4403855060505442
pauli_Z_ZZ_linear_r2_robust,centered_normalized,3,2,10.0,0.7368421052631579,0.7681818181818182,0.5516187241049897
pauli_Z_ZZ_linear_r2_robust,raw,4,0,0.1,0.6666666666666666,0.5909090909090909,0.2041241452319315
pauli_Z_ZZ_linear_r2_robust,raw,4,0,1.0,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r2_robust,raw,4,0,10.0,0.5217391304347826,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,4,1,1.0,0.5,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r2_robust,raw,4,1,10.0,0.5,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r2_robust,raw,4,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,raw,4,2,1.0,0.26666666666666666,0.49090909090909096,-0.023124864503144014
pauli_Z_ZZ_linear_r2_robust,raw,4,2,10.0,0.47058823529411764,0.5818181818181818,0.18090680674665818
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,0,0.1,0.56,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,0,1.0,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,0,10.0,0.5217391304347826,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,1,1.0,0.5,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,1,10.0,0.48,0.3909090909090909,-0.2412090756622109
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,2,1.0,0.47058823529411764,0.5818181818181818,0.18090680674665818
pauli_Z_ZZ_linear_r2_robust,centered_normalized,4,2,10.0,0.47058823529411764,0.5818181818181818,0.18090680674665818
pauli_Z_ZZ_linear_r1_minmax,raw,0,0,0.1,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r1_minmax,raw,0,0,1.0,0.47619047619047616,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,0,0,10.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,raw,0,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,0,1,1.0,0.6666666666666666,0.5863636363636364,0.21968621277986813
pauli_Z_ZZ_linear_r1_minmax,raw,0,1,10.0,0.6923076923076923,0.6318181818181818,0.3091410387156351
pauli_Z_ZZ_linear_r1_minmax,raw,0,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,0,2,1.0,0.5,0.42272727272727273,-0.1589409883014377
pauli_Z_ZZ_linear_r1_minmax,raw,0,2,10.0,0.5217391304347826,0.4727272727272727,-0.05504818825631803
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,0,0.1,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,0,1.0,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,0,10.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,1,1.0,0.6666666666666666,0.5863636363636364,0.21968621277986813
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,1,10.0,0.6923076923076923,0.6318181818181818,0.3091410387156351
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,2,1.0,0.5,0.42272727272727273,-0.1589409883014377
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,0,2,10.0,0.5217391304347826,0.4727272727272727,-0.05504818825631803
pauli_Z_ZZ_linear_r1_minmax,raw,1,0,0.1,0.47619047619047616,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,1,0,1.0,0.38095238095238093,0.40909090909090906,-0.18257418583505536
pauli_Z_ZZ_linear_r1_minmax,raw,1,0,10.0,0.36363636363636365,0.36363636363636365,-0.2727272727272727
pauli_Z_ZZ_linear_r1_minmax,raw,1,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,1,1,1.0,0.46153846153846156,0.34545454545454546,-0.3624412178045377
pauli_Z_ZZ_linear_r1_minmax,raw,1,1,10.0,0.3333333333333333,0.24545454545454548,-0.5393598899705937
pauli_Z_ZZ_linear_r1_minmax,raw,1,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,1,2,1.0,0.21052631578947367,0.2909090909090909,-0.4300756154038903
pauli_Z_ZZ_linear_r1_minmax,raw,1,2,10.0,0.3157894736842105,0.38636363636363635,-0.2337367475021143
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,0,0.1,0.47619047619047616,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,0,1.0,0.38095238095238093,0.40909090909090906,-0.18257418583505536
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,0,10.0,0.36363636363636365,0.36363636363636365,-0.2727272727272727
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,1,1.0,0.46153846153846156,0.34545454545454546,-0.3624412178045377
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,1,10.0,0.3333333333333333,0.24545454545454548,-0.5393598899705937
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,2,1.0,0.21052631578947367,0.2909090909090909,-0.4300756154038903
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,1,2,10.0,0.3157894736842105,0.38636363636363635,-0.2337367475021143
pauli_Z_ZZ_linear_r1_minmax,raw,2,0,0.1,0.3333333333333333,0.45454545454545453,-0.09759000729485331
pauli_Z_ZZ_linear_r1_minmax,raw,2,0,1.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,raw,2,0,10.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,raw,2,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,2,1,1.0,0.6086956521739131,0.5772727272727273,0.1589409883014377
pauli_Z_ZZ_linear_r1_minmax,raw,2,1,10.0,0.7272727272727273,0.7181818181818183,0.4403855060505442
pauli_Z_ZZ_linear_r1_minmax,raw,2,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,2,2,1.0,0.4444444444444444,0.5318181818181817,0.06741998624632421
pauli_Z_ZZ_linear_r1_minmax,raw,2,2,10.0,0.3333333333333333,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,0,0.1,0.3333333333333333,0.45454545454545453,-0.09759000729485331
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,0,1.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,0,10.0,0.4,0.45454545454545453,-0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,1,1.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,1,10.0,0.7272727272727273,0.7181818181818183,0.4403855060505442
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,2,1.0,0.4444444444444444,0.5318181818181817,0.06741998624632421
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,2,2,10.0,0.3333333333333333,0.43636363636363634,-0.13483997249264842
pauli_Z_ZZ_linear_r1_minmax,raw,3,0,0.1,0.48,0.40909090909090906,-0.18898223650461363
pauli_Z_ZZ_linear_r1_minmax,raw,3,0,1.0,0.5185185185185185,0.40909090909090906,-0.2041241452319315
pauli_Z_ZZ_linear_r1_minmax,raw,3,0,10.0,0.5185185185185185,0.40909090909090906,-0.2041241452319315
pauli_Z_ZZ_linear_r1_minmax,raw,3,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,3,1,1.0,0.4444444444444444,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r1_minmax,raw,3,1,10.0,0.42105263157894735,0.4727272727272727,-0.05504818825631803
pauli_Z_ZZ_linear_r1_minmax,raw,3,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,3,2,1.0,0.36363636363636365,0.3318181818181818,-0.33636363636363636
pauli_Z_ZZ_linear_r1_minmax,raw,3,2,10.0,0.36363636363636365,0.3318181818181818,-0.33636363636363636
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,0,0.1,0.48,0.40909090909090906,-0.18898223650461363
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,0,1.0,0.5185185185185185,0.40909090909090906,-0.2041241452319315
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,0,10.0,0.5185185185185185,0.40909090909090906,-0.2041241452319315
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,1,1.0,0.4444444444444444,0.5181818181818182,0.03739787960033829
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,1,10.0,0.42105263157894735,0.4727272727272727,-0.05504818825631803
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,2,1.0,0.36363636363636365,0.3318181818181818,-0.33636363636363636
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,3,2,10.0,0.36363636363636365,0.3318181818181818,-0.33636363636363636
pauli_Z_ZZ_linear_r1_minmax,raw,4,0,0.1,0.5,0.5454545454545454,0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,raw,4,0,1.0,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r1_minmax,raw,4,0,10.0,0.5263157894736842,0.5909090909090909,0.18898223650461363
pauli_Z_ZZ_linear_r1_minmax,raw,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,4,1,1.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r1_minmax,raw,4,1,10.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r1_minmax,raw,4,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,raw,4,2,1.0,0.72,0.6590909090909092,0.337099931231621
pauli_Z_ZZ_linear_r1_minmax,raw,4,2,10.0,0.6666666666666666,0.6136363636363636,0.2337367475021143
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,0,0.1,0.6086956521739131,0.5909090909090908,0.18257418583505536
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,0,1.0,0.45454545454545453,0.45454545454545453,-0.09090909090909091
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,0,10.0,0.5,0.5454545454545454,0.09245003270420485
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,1,0.1,0.6451612903225806,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,1,1.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,1,10.0,0.6363636363636364,0.6227272727272727,0.24771684715343112
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,2,0.1,0.0,0.5,0.0
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,2,1.0,0.7692307692307693,0.7045454545454546,0.45226701686664544
pauli_Z_ZZ_linear_r1_minmax,centered_normalized,4,2,10.0,0.6666666666666666,0.6136363636363636,0.2337367475021143
