shots,version,mae_mean,mae_std,min_eigenvalue_mean,alignment_mean,effective_rank_mean
256,psd_repaired,0.007438584397936908,9.22246453839746e-05,0.1591617739516396,0.09474108948715218,70.13323056050135
256,raw_sampled,0.007438584397936902,9.222464538397313e-05,0.1591617739516398,0.09474108948715218,70.13323056050133
1024,psd_repaired,0.003745738784777044,3.5306417650331607e-05,0.17275181090523115,0.09445801563430492,70.51774845628883
1024,raw_sampled,0.003745738784777044,3.5306417650331254e-05,0.17275181090523098,0.09445801563430492,70.51774845628883
4096,psd_repaired,0.0018611102535224101,3.2334014304373305e-05,0.18122758142285073,0.09456153912122447,70.53000114481095
4096,raw_sampled,0.0018611102535224082,3.233401430437383e-05,0.18122758142285106,0.09456153912122447,70.53000114481095
