feature_set,C,gamma,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
chem5_v01,10.0,0.01,0.5375,0.5306122448979592,0.65,0.5842696629213483,0.425,0.5375,0.0769737008686178,17,23,14,26
