feature_set,C,gamma,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
chem5_prev,10.0,0.01,0.675,0.675,0.675,0.675,0.675,0.675,0.35,27,13,13,27
