feature_set,fold,C,gamma,n_train,n_valid,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
preview4,0,1.0,auto,2096,524,0.5076335877862596,0.41368078175895767,0.6195121951219512,0.49609375,0.43573667711598746,0.5276244361189694,0.05473897171830872,139,180,78,127
preview4,1,1.0,auto,2096,524,0.5133587786259542,0.40808823529411764,0.5414634146341464,0.46540880503144655,0.4952978056426332,0.5183806101383898,0.03590686334585026,158,161,94,111
preview4,2,1.0,auto,2096,524,0.5343511450381679,0.421875,0.5294117647058824,0.46956521739130436,0.5375,0.5334558823529412,0.0652687322369132,172,148,96,108
preview4,3,1.0,auto,2096,524,0.5209923664122137,0.4234527687296417,0.6372549019607843,0.5088062622309197,0.446875,0.5420649509803921,0.08328013126441237,143,177,74,130
preview4,4,1.0,auto,2096,524,0.5038167938931297,0.40604026845637586,0.5931372549019608,0.4820717131474104,0.446875,0.5200061274509804,0.039393153480376385,143,177,83,121
preview4,0,1.0,0.01,2096,524,0.4847328244274809,0.3948220064724919,0.5951219512195122,0.47470817120622566,0.41379310344827586,0.504457527333894,0.008844999506860752,132,187,83,122
preview4,1,1.0,0.01,2096,524,0.5648854961832062,0.4371584699453552,0.3902439024390244,0.41237113402061853,0.677115987460815,0.5336799449499197,0.06895581666662239,216,103,125,80
preview4,2,1.0,0.01,2096,524,0.5286259541984732,0.411522633744856,0.49019607843137253,0.44742729306487694,0.553125,0.5216605392156862,0.04235776489583712,177,143,104,100
preview4,3,1.0,0.01,2096,524,0.5591603053435115,0.4383561643835616,0.47058823529411764,0.45390070921985815,0.615625,0.5431066176470588,0.08522991175727257,197,123,108,96
preview4,4,1.0,0.01,2096,524,0.5419847328244275,0.42035398230088494,0.46568627450980393,0.4418604651162791,0.590625,0.5281556372549019,0.055439981697497545,189,131,109,95
preview4,0,10.0,scale,2096,524,0.4904580152671756,0.3916083916083916,0.5463414634146342,0.45621181262729127,0.45454545454545453,0.5004434589800444,0.0008693291178809941,145,174,93,112
preview4,1,10.0,scale,2096,524,0.5095419847328244,0.40714285714285714,0.5560975609756098,0.47010309278350515,0.47962382445141066,0.5178606927135102,0.03494834687116012,153,166,91,114
preview4,2,10.0,scale,2096,524,0.5190839694656488,0.4124087591240876,0.553921568627451,0.47280334728033474,0.496875,0.5253982843137255,0.04958829352797351,159,161,91,113
preview4,3,10.0,scale,2096,524,0.4866412213740458,0.39057239057239057,0.5686274509803921,0.4630738522954092,0.434375,0.501501225490196,0.0029544377595277635,139,181,88,116
preview4,4,10.0,scale,2096,524,0.5057251908396947,0.39215686274509803,0.49019607843137253,0.4357298474945534,0.515625,0.5029105392156863,0.005678678654972626,165,155,104,100
preview4,0,10.0,auto,2096,524,0.4904580152671756,0.3916083916083916,0.5463414634146342,0.45621181262729127,0.45454545454545453,0.5004434589800444,0.0008693291178809941,145,174,93,112
preview4,1,10.0,auto,2096,524,0.5076335877862596,0.4050179211469534,0.551219512195122,0.4669421487603306,0.47962382445141066,0.5154216683232663,0.030168136354709142,153,166,92,113
preview4,2,10.0,auto,2096,524,0.5095419847328244,0.4022140221402214,0.5343137254901961,0.4589473684210526,0.49375,0.514031862745098,0.027383596728816392,158,162,95,109
preview4,3,10.0,auto,2096,524,0.4866412213740458,0.39057239057239057,0.5686274509803921,0.4630738522954092,0.434375,0.501501225490196,0.0029544377595277635,139,181,88,116
preview4,4,10.0,auto,2096,524,0.5057251908396947,0.39215686274509803,0.49019607843137253,0.4357298474945534,0.515625,0.5029105392156863,0.005678678654972626,165,155,104,100
preview4,0,10.0,0.01,2096,524,0.47900763358778625,0.41005291005291006,0.7560975609756098,0.5317324185248714,0.30094043887147337,0.5285189999235416,0.06208893806006871,96,223,50,155
preview4,1,10.0,0.01,2096,524,0.5286259541984732,0.40625,0.44390243902439025,0.42424242424242425,0.5830721003134797,0.513487269668935,0.026609803787684794,186,133,114,91
preview4,2,10.0,0.01,2096,524,0.5133587786259542,0.4059040590405904,0.5392156862745098,0.4631578947368421,0.496875,0.5180453431372549,0.03521602286740798,159,161,94,110
preview4,3,10.0,0.01,2096,524,0.5114503816793893,0.4155844155844156,0.6274509803921569,0.5,0.4375,0.5324754901960784,0.06433888790875728,140,180,76,128
preview4,4,10.0,0.01,2096,524,0.46946564885496184,0.4106280193236715,0.8333333333333334,0.5501618122977346,0.2375,0.5354166666666667,0.08480690994736614,76,244,34,170
