feature_set,n_features,features,C,gamma,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,mcc_mean,mcc_std
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,10.0,0.01,0.675,0.14921670482891652,0.6623626373626375,0.14977693432820832,0.675,0.3010398644698074,0.6507142857142857,0.2162371462107298,0.675,0.18957188610128875,0.675,0.14921670482891652,0.37127452381700077,0.30410458170855603
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,1.0,0.01,0.6625,0.18006075363609916,0.6968831168831169,0.24768382284784538,0.6,0.2850438562747845,0.6232928475033738,0.22124104849200638,0.725,0.2053959590644373,0.6625,0.18006075363609916,0.3493301895017863,0.3849441830964696
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,0.1,scale,0.6,0.09478594305064438,0.6567832167832167,0.2065432886339096,0.65,0.270993542358485,0.5952046783625731,0.14742085765328036,0.55,0.28777161083053343,0.6,0.09478594305064438,0.237866075760257,0.20642510951839876
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,0.1,auto,0.6,0.09478594305064438,0.6567832167832167,0.2065432886339096,0.65,0.270993542358485,0.5952046783625731,0.14742085765328036,0.55,0.28777161083053343,0.6,0.09478594305064438,0.237866075760257,0.20642510951839876
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,1.0,scale,0.5875,0.12183492931011204,0.6622222222222222,0.2175338770268231,0.575,0.24366985862022408,0.5639589169000934,0.14376532204554404,0.6,0.29843340965783305,0.5875,0.12183492931011204,0.20531459691619364,0.2651853472239731
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,1.0,auto,0.5875,0.12183492931011204,0.6622222222222222,0.2175338770268231,0.575,0.24366985862022408,0.5639589169000934,0.14376532204554404,0.6,0.29843340965783305,0.5875,0.12183492931011204,0.20531459691619364,0.2651853472239731
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,0.1,0.01,0.625,0.20252314682524564,0.6287878787878788,0.32407953994253696,0.475,0.3686970300938156,0.5143084985190247,0.31704071942271983,0.775,0.16298006013006622,0.625,0.20252314682524564,0.263828924549458,0.4515227863505882
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,10.0,scale,0.55,0.11180339887498948,0.5368686868686868,0.17059571408304405,0.5,0.29315098498896436,0.49119992494605497,0.22181353407753007,0.6,0.1854049621773916,0.55,0.11180339887498948,0.10204912447637846,0.24177273256839724
chem5_prev,5,Sulfate|ph|Solids|Chloramines|Hardness,10.0,auto,0.55,0.11180339887498948,0.5368686868686868,0.17059571408304405,0.5,0.29315098498896436,0.49119992494605497,0.22181353407753007,0.6,0.1854049621773916,0.55,0.11180339887498948,0.10204912447637846,0.24177273256839724
