split,policy,threshold,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
train_oof,default_threshold_0,0.0,0.6416030534351145,0.5361813426329556,0.601761252446184,0.5670816044260027,0.6670838548185232,0.6344225536323536,0.26432174339475095,1066,532,407,615
train_oof,oof_max_f1_threshold,-0.5987427682920956,0.5736641221374046,0.4731182795698925,0.8180039138943248,0.5994980279670132,0.41739674593241555,0.6177003299133702,0.24503533789842977,667,931,186,836
holdout,default_threshold_0,0.0,0.6646341463414634,0.5656934306569343,0.60546875,0.5849056603773585,0.7025,0.6539843750000001,0.30461386406951463,281,119,101,155
holdout,oof_max_f1_threshold,-0.5987427682920956,0.5960365853658537,0.48931116389548696,0.8046875,0.6085672082717873,0.4625,0.63359375,0.2718260884242097,185,215,50,206
