fold,C,gamma,n_train,n_valid,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
0,10.0,scale,2096,524,0.6202290076335878,0.514018691588785,0.5365853658536586,0.5250596658711217,0.6739811912225705,0.6052832785381146,0.20906143862795198,215,104,95,110
1,10.0,scale,2096,524,0.6431297709923665,0.5409090909090909,0.5804878048780487,0.56,0.6833855799373041,0.6319366924076764,0.2609274246578968,218,101,86,119
2,10.0,scale,2096,524,0.6564885496183206,0.5495867768595041,0.6519607843137255,0.5964125560538116,0.659375,0.6556678921568628,0.3044997049942743,211,109,71,133
3,10.0,scale,2096,524,0.6278625954198473,0.5182186234817814,0.6274509803921569,0.5676274944567627,0.628125,0.6277879901960784,0.24964435326189327,201,119,76,128
4,10.0,scale,2096,524,0.6603053435114504,0.5580357142857143,0.6127450980392157,0.5841121495327103,0.690625,0.6516850490196079,0.29900483307450754,221,99,79,125
