accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,average_precision,roc_auc,tn,fp,fn,tp
0.6509146341463414,0.5498154981549815,0.58203125,0.5654648956356736,0.695,0.6385156249999999,0.2744503125775166,0.5897855497987363,0.695947265625,278,122,107,149
