fold,C,gamma,n_train,n_valid,accuracy,precision,recall,f1,specificity,balanced_accuracy,mcc,tn,fp,fn,tp
0,10.0,0.01,64,16,0.4375,0.42857142857142855,0.375,0.4,0.5,0.4375,-0.1259881576697424,4,4,5,3
1,10.0,0.01,64,16,0.5,0.5,0.75,0.6,0.25,0.5,0.0,2,6,2,6
2,10.0,0.01,64,16,0.5,0.5,0.5,0.5,0.5,0.5,0.0,4,4,4,4
3,10.0,0.01,64,16,0.75,0.75,0.75,0.75,0.75,0.75,0.5,6,2,2,6
4,10.0,0.01,64,16,0.5,0.5,0.875,0.6363636363636364,0.125,0.5,0.0,1,7,1,7
