map,symmetry_max_abs,diagonal_max_abs_error,minimum,maximum,offdiagonal_mean,offdiagonal_std,minimum_eigenvalue,negative_eigenvalue_count
custom_water_domain_r1_robust,0.0,0.0,1.0154909873449084e-08,1.0,0.1659774384067269,0.17906351621897987,0.006771419951835615,0
zz_ring_r2_robust,0.0,0.0,2.293465123232918e-06,1.0,0.04911317565340085,0.07104489039725244,0.18881287605424202,0
pauli_z_zz_linear_r1_robust,0.0,0.0,3.1118602867780065e-06,1.0,0.12042320163048273,0.14837729766673494,0.013487876166525942,0
